,0,1,2
103,펜트하우스 잘 안되서?,0,"['펜트하우스', '잘', '안', '되', '서', '?']"
104,너네 양발 운전하는 사람이 생각보다 많은거알아??,0,"['너', '네', '양발', '운전', '하', '는', '사람', '이', '생각', '보다', '많', '은', '거', '알', '어', '??']"
105,돌발 상황이 발생하거나 실수로 양쪽다 밟는경우가있어서 엄청위험한데 무조건 고쳐야함,0,"['돌발', '상황', '이', '발생', '하', '거나', '실수', '로', '양쪽', '다', '밟', '는', '경우', '가', '있', '어서', '엄청', '위험', '하', 'ᆫ데', '무조건', '고치', '어야', '하', 'ᆷ']"
106,너 클럽 가본 적 있어?,0,"['너', '클럽', '가', '어', '보', 'ᆫ', '적', '있', '어', '?']"
107,ㅇㅇ 근데 요즘엔 안가,0,"['ㅇㅇ', '근데', '요즘', '에', 'ᆫ', '안', '가', '어']"
108,ㅋㅋㅋㅋㅋㅋ OO를 너무나 잘 알고있네ㅋㅋㅋ,0,"['ㅋㅋㅋㅋㅋㅋ', 'OO', '를', '너무나', '잘', '알', '고', '있', '네', 'ㅋㅋㅋ']"
109,OO답 없는거 훤히 보이는데ㅋㅋㅋ,0,"['OO', '답', '없', '는', '거', '훤히', '보이', '는', '데', 'ㅋㅋㅋ']"
110,공부하라고 닥달하는 부모 별로 없어서 대부분 10시 이전에 잘 걸,0,"['공부', '하', '라고', '닥달', '하', '는', '부모', '별로', '없', '어서', '대부분', '10', '시', '이전', '에', '자', 'ᆯ', '거', 'ᆯ']"
111,일찍 자니까 신체 발육이 잘 되어서 그래,0,"['일찍', '자', '니까', '신체', '발육', '이', '잘', '되', '어서', '그렇', '어']"
112,올림픽 떄문에 드라마 결방이네,0,"['올림픽', '떄', '문', '에', '드라마', '결방', '이', '네']"
113,그딴 드라마 한 두주 안본다고 죽냐?,0,"['그딴', '드라마', '한', '두', '주', '안', '보', 'ᆫ다고', '죽', '냐', '?']"
114,구매 확정 부탁드립니다,0,"['구매', '확정', '부탁', '드리', 'ᆸ니다']"
115,보이그룹 좋아하는 남자도 있다.,0,"['보이', '그룹', '좋아하', '는', '남자', '도', '있', '다', '.']"
116,잘 살고 있는 커플을 왜 이간질함?,0,"['잘', '살', '고', '있', '는', '커플', '을', '왜', '이', '간질', '하', 'ᆷ', '?']"
117,"내가 무서운가봐? 나를 국회로 부르라니까, 다 대답해줄테니",0,"['나', '가', '무섭', '은가', '보', '어', '?', '나', '를', '국회', '로', '부르', '라니까', ',', '다', '대답', '하', '어', '주', 'ᆯ', '터', '이', '니']"
118,솔직히 내가 지금까지 너한테 못해준게 뭐있어?,0,"['솔직히', '나', '가', '지금', '까지', '너', '한테', '못', '하', '어', '주', 'ᆫ', '것', '이', '뭐', '있', '어', '?']"
119,너 저번에도 나한테만 눈치준거 내가 모를줄 알아?,0,"['너', '저번', '에', '도', '나', '한테', '만', '눈치', '준거', '나', '가', '모르', 'ᆯ', '줄', '알', '어', '?']"
120,등산 갔는데 어떤 할배들이 코로나 집합 금지 수칙도 어기면서 술 마심.,0,"['등산', '가', '었', '는데', '어떤', '할배', '들', '이', '코로나', '집합', '금지', '수칙', '도', '어기', '면서', '술', '마시', 'ᆷ', '.']"
121,나도 니 필기 노트 좀 빌려주면 안돼?,0,"['나', '도', '니', '필기', '노트', '좀', '빌리', '어', '주', '면', '안', '되', '어', '?']"
122,너 횟집에서 일하는 거 아니잖아,0,"['너', '횟집', '에서', '일', '하', '는', '거', '아니', '잖아']"
123,아 난 또 갑자기 무슨 소리인가 했네 ㅋㅋ,0,"['아', '나', 'ᆫ', '또', '갑자기', '무슨', '소리', '이', 'ᆫ가', '하', '었', '네', 'ㅋㅋ']"
124,OO을 고소 안 하냐?,0,"['OO', '을', '고소', '안', '하', '냐', '?']"
125,바람을 피워도 뒤처리가 깔끔해야지.,0,"['바람', '을', '피우', '어도', '뒤처리', '가', '깔끔', '하', '어야지', '.']"
126,내연녀한테도 사기로 일관한 게 더 한심하다.,0,"['내연녀', '한테', '도', '사', '기', '로', '일관', '하', 'ᆫ', '것', '이', '더', '한심', '하', '다', '.']"
127,저거 OO 타봤나?1500인데 전기 자전거라 편하고 좋더라,0,"['저거', 'OO', '타', '어', '보', '었', '나', '?', '1500', '이', 'ᆫ데', '전기', '자전거', '이', '라', '편하', '고', '좋', '더라']"
128,도보에 자전거 전용 도로도 같이 있잖아 글로 잘 다니면 괜츈하지,0,"['도보', '에', '자전거', '전용', '도로', '도', '같이', '있', '지', '않', '어', '글로', '잘', '다니', '면', '괜츈', '하', '지']"
129,제발 저 집에 보내주세요.,0,"['제발', '저', '집', '에', '보내', '어', '주', '세요', '.']"
130,시키는 대로 다 할테니까 집에 보내주세요.,0,"['시키', '는', '대로', '다', '하', 'ᆯ', '터', '이', '니까', '집', '에', '보내', '어', '주', '세요', '.']"
131,글쎄 나는 노코멘트 하련다.,0,"['글쎄', '나', '는', '노', '코멘트', '하', '련다', '.']"
132,그러게 있을 때 잘하지.,0,"['그러', '게', '있', '을', '때', '잘', '하', '지', '.']"
133,어차피 다 지나고 후회해도 소용없어.,0,"['어차피', '다', '지나', '고', '후회', '하', '어도', '소용없', '어', '.']"
134,"저런 것들이 커서 한국인인 척 거리에 할보할 텐데, 걱정이다.",0,"['저런', '것', '들', '이', '크', '어서', '한국인', '이', 'ᆫ', '척', '거리', '에', '할보', '하', 'ᆯ', '터', '이', 'ᆫ데', ',', '걱정', '이', '다', '.']"
135,할아버지랑 같이 살기 싫어,0,"['할아버지', '랑', '같이', '살', '기', '싫', '어']"
136,너 정말 불효녀네,0,"['너', '정말', '불효녀네']"
137,지들도 옷 타이트한 거 개 잘 앎. 그냥 남들 시선 즐기려고 저리 입는 거임.,0,"['지', '들', '도', '옷', '타이트', '하', 'ᆫ', '거', '개', '잘', '알', 'ᆷ', '.', '그냥', '남', '들', '시선', '즐기', '려고', '저리', '입', '는', '거', '이', 'ᆷ', '.']"
138,저 대통령은 10분밖에 시간이 없나?,0,"['저', '대통령', '은', '10', '분', '밖에', '시간', '이', '없', '나', '?']"
139,이 시국에도 클럽에 가는 사람들 뭐지?,0,"['이', '시국', '에', '도', '클럽', '에', '가', '는', '사람', '들', '뭐', '이', '지', '?']"
140,나 예전에 초보떄 운전할때 그랬는데,0,"['나', '예전', '에', '초보떄', '운전', '하', 'ᆯ', '때', '그렇', '었', '는데']"
141,나도 운전 잘 못해,0,"['나', '도', '운전', '잘', '못', '하', '어']"
142,사촌동생이 공무원 준비하는데 가족들 누가 봐도 절대 못할거같은데 계속 하는건 뭘까,0,"['사촌', '동생', '이', '공무원', '준비', '하', '는', '데', '가족', '들', '누구', '가', '보', '어도', '절대', '못', '하', 'ᆯ', '거', '같', '은데', '계속', '하', '는', '거', 'ᆫ', '뭐', 'ᆯ까']"
143,솔직히 어느정도 해봤으면 포기는 알아서 해야한다고 생각한다.,0,"['솔직히', '어느', '정도', '하', '어', '보', '었', '으면', '포기', '는', '알', '어서', '하', '어야', '하', 'ᆫ다고', '생각', '하', 'ᆫ다', '.']"
144,쟤 앞에 있으면 안 보일 듯 ㅋㅋㅋ,0,"['쟤', '앞', '에', '있', '으면', '안', '보이', 'ᆯ', '듯', 'ㅋㅋㅋ']"
145,무슨 죄다 억대 연봉이라 그러네,0,"['무슨', '죄다', '억', '대', '연봉', '이', '라', '그렇', '네']"
146,입금 내역이나 보여줬음 좋겠네,0,"['입금', '내역', '이', '나', '어', '보이', '어', '주', '었', '음', '좋', '겠', '네']"
147,저런 아들도 자식이라고 선처해 달라는 아버지가 안 됐어,0,"['저런', '아들', '도', '자식', '이', '라고', '선처', '하', '어', '달', '라는', '아버지', '가', '안', '되', '었', '어']"
148,아니야. 힘내!,0,"['아니야', '.', '힘내', '어', '!']"
149,난 좋은 사람 생기면 바로 결혼할 거야,0,"['나', 'ᆫ', '좋', '은', '사람', '생기', '면', '바로', '결혼', '하', 'ᆯ', '거', '야']"
150,그냥 돈으로 주면 되는 걸 저러네,0,"['그냥', '돈', '으로', '주', '면', '되', '는', '거', 'ᆯ', '저렇', '네']"
151,무슨 말도 안되는 소리야~,0,"['무슨', '말', '도', '안', '되', '는', '소리', '이', '야', '~']"
152,배우가 뭐 대단한 사람이라고 저렇게 대우받는 거지?,0,"['배우', '가', '뭐', '대단', '하', 'ᆫ', '사람', '이', '라고', '저렇', '게', '대우', '받', '는', '거', '이', '지', '?']"
153,한달 밥 값 12만원 쓰는 고등학생 딸이 정상인가요?,0,"['한', '달', '밥', '값', '12', '만', '원', '쓰', '는', '고등학생', '딸', '이', '정상', '이', 'ᆫ가', '요', '?']"
154,저녁 값만으로 한 달에 12만원이 나가요,0,"['저녁', '값', '만', '으로', '한', '달', '에', '12', '만', '원', '이', '나가', '어요']"
155,"요새 밥값 아무리 싸도 7,8천원인데 세상 물정을 모르시는 건가?",0,"['요새', '밥값', '아무리', '싸', '어도', '7', ',', '8', '천', '원', '이', 'ᆫ데', '세상', '물정', '을', '모르', '시', '는', '거', '이', 'ᆫ가', '?']"
156,우리 딸도 한 달이면 밥값으로 20만원은 나가요,0,"['우리', '딸', '도', '한', '달', '이', '면', '밥', '값', '으로', '20', '만', '원', '은', '나가', '어요']"
157,지 마음에 안 들면 감정적으로 애들 때리고,0,"['지', '마음', '에', '안', '들', '면', '감정', '적', '으로', '애', '들', '때리', '고']"
158,요즘은 애들 못 때리잖아,0,"['요즘', '은', '애', '들', '못', '때리', '잖아']"
159,아니 말을 꼭 그렇게 해야되나?,0,"['아니', '말', '을', '꼭', '그렇', '게', '하', '어야', '되', '나', '?']"
160,아 코인 넣은 거 다 날려 먹었다 어쩌지 나 돈 좀 빌려주면 안되냐? 금방 복구해서 이자 합친 값 해서 다시 돌려줄께,0,"['아', '코인', '넣', '은', '거', '다', '날리', '어', '먹', '었', '다', '어쩌', '지', '나', '돈', '좀', '빌리', '어', '주', '면', '안', '되', '냐', '?', '금방', '복구', '하', '어서', '이자', '합치', 'ᆫ', '값', '하', '어서', '다시', '돌리', '어', '주', 'ᆯ께']"
161,오늘 영화 여주인공 진짜 매력적인거 같아,0,"['오늘', '영화', '여주인공', '진짜', '매력', '적', '이', 'ᆫ', '거', '같', '어']"
162,뭔 소리야 갑자기 급발진 하고 그래,0,"['뭔', '소리', '이', '야', '갑자기', '급발진', '하', '고', '그렇', '어']"
163,너무 그러지마라,0,"['너무', '그러', '지', '말', '어라']"
164,왜그러는데?,0,"['왜', '그렇', '는데', '?']"
165,쟤가 원래 기부도 엄청했던 애다,0,"['쟤', '가', '원래', '기부', '도', '엄청', '하', '었', '던', '애', '하', '다']"
166,여러 양다리라고 그렇게 아무렇지 않게 말할 수 있니?,0,"['여러', '양다리', '이', '라고', '그렇', '게', '아무렇', '지', '않', '게', '말', '하', 'ᆯ', '수', '있', '니', '?']"
167,그냥 좋아하는 사람이 겹친것 뿐이에요,0,"['그냥', '좋아하', '는', '사람', '이', '겹치', 'ᆫ', '것', '뿐', '이', '에요']"
168,운전 좀 똑바로 해라 사고날뻔,0,"['운전', '좀', '똑바로', '하', '어라', '사고', '나', 'ᆯ', '뻔']"
169,너 어른한테 그게 무슨 소리야,0,"['너', '어른', '한테', '그것', '이', '무슨', '소리', '야']"
170,실수 좀 한 것 가지고 왜 그러냐~,0,"['실수', '좀', '하', 'ᆫ', '것', '가지', '고', '왜', '그러', '냐', '~']"
171,생긴 걸로만 따지면 칭찬이지 뭔 일반화를 옷으로 하냐,0,"['생기', 'ᆫ', '거', 'ᆯ로', '만', '따지', '면', '칭찬', '이', '지', '뭔', '일반', '화', '를', '옷', '으로', '하', '냐']"
172,야 나 돈 좀 빌려 줘,0,"['야', '나', '돈', '좀', '빌리', '어', '주', '어']"
