,0,1,2
18,그건 다 옛말이지 요즘 세상에 집까지 나간 며느리가 왜 돌아오냐?,0,"['그거', 'ᆫ', '다', '옛말', '이', '지', '요즘', '세상', '에', '집', '까지', '나가', 'ᆫ', '며느리', '가', '왜', '돌아오', '냐', '?']"
19,넌 남자친구랑 대중교통 이용해?,0,"['너', 'ᆫ', '남자', '친구', '랑', '대중교통', '이용', '하', '어', '?']"
20,응 아직 둘 다 학생이라,0,"['응', '아직', '둘', '다', '학생', '이', '라']"
21,고졸 특채로 입사했음.,0,"['고졸', '특채', '로', '입사', '하', '었', '음', '.']"
22,약올라서 그렇다.,0,"['약', '오르', '어서', '그렇', '다', '.']"
23,결혼은 축하하지만 나이 차이는 적당한 게 좋은 듯,0,"['결혼', '은', '축하', '하', '지만', '나이', '차이', '는', '적당', '하', 'ᆫ', '것', '이', '좋', '은', '듯']"
24,안돼 구급차 불러야지,0,"['안', '되', '어', '구급차', '부르', '어야지']"
25,겨울에는 극한의 추위로 투모로우 찍었으면ㅋㅋㅋ,0,"['겨울', '에', '는', '극한', '의', '추위', '로', '투모로우', '찍', '었', '으면', 'ㅋㅋㅋ']"
26,전생에 나라를 구한 듯.,0,"['전생', '에', '나라', '를', '구하', 'ᆫ', '듯', '.']"
27,왜 그렇게 생각해?,0,"['왜', '그렇', '게', '생각', '하', '어', '?']"
28,쟤는 머리 색이 왜 저러냐?,0,"['쟤', '는', '머리', '색', '이', '왜', '저러', '냐', '?']"
29,이쁘기만 한데 왜 그래,0,"['이쁘', '기', '만', '하', 'ᆫ데', '왜', '그렇', '어']"
30,명절때 남자들은 왜 티비만 보고 있어?,0,"['명절', '때', '남자', '들', '은', '왜', '티비', '만', '보', '고', '있', '어', '?']"
31,일 도와주면 일찍 끝나고 좋잖아,0,"['일', '도와주', '면', '일찍', '끝나', '고', '좋', '잖아']"
32,잔말 말고 일해,0,"['잔말', '말', '고', '일하', '어']"
33,그냥 힘들어서. 힘들어서 그래.,0,"['그냥', '힘들', '어서', '.', '힘들', '어서', '그렇', '어', '.']"
34,마사지 예약 가능한가요?,0,"['마사지', '예약', '가능', '하', 'ᆫ가요', '?']"
35,네 가능해요~,0,"['네', '가능', '하', '어요', '~']"
36,왜 이렇게 살이 탔어?,0,"['왜', '이렇', '게', '살', '이', '타', '었', '어', '?']"
37,나 이번에 바다 놀러 갔다 왔잖아,0,"['나', '이번', '에', '바다', '놀', '러', '가', '었', '다', '오', '었', '잖아']"
38,"자취방에 이불이 없어,, 너무 춥다",0,"['자취방', '에', '이불', '이', '없', '어', ',,', '너무', '춥', '다']"
39,이번주 주말에 친구랑 카페투어 다니기로 했어,0,"['이번', '주', '주말', '에', '친구', '랑', '카페', '투어', '다니', '기', '로', '하', '었', '어']"
40,카페투어가 뭐야? 그냥 카페 돌아다니는거?,0,"['카페', '투어', '가', '뭐', '이', '야', '?', '그냥', '카페', '돌아다니', '는', '거', '?']"
41,"응응, 여기저기 예쁜 카페 다니는거야!",0,"['응응', ',', '여기저기', '예쁘', 'ᆫ', '카페', '다니', '는', '거', '이', '야', '!']"
42,너는 미국이랑 한국이랑 비교가 된다 생각해?,0,"['너', '는', '미국', '이랑', '한국', '이랑', '비교', '가', '되', 'ᆫ다', '생각', '하', '어', '?']"
43,나는 우리나라가 미국보다 못하지만 자랑스러워,0,"['나', '는', '우리', '나라', '가', '미국', '보다', '못', '하', '지만', '자랑', '스럽', '어']"
44,나는 한국에서 살꺼라니까.,0,"['나', '는', '한국', '에서', '살', 'ᆯ', '꺼', '이', '라니까', '.']"
45,저 테이블 여자들 어떰?,0,"['저', '테이블', '여자', '들', '어떻', 'ᆷ', '?']"
46,요즘 왜이리 줄임말이 많냐,0,"['요즘', '왜', '이리', '줄임', '말', '이', '많', '냐']"
47,줄임말 때문에 젊은 애들 무슨 말하는지 하나도 못 알아듣겠어,0,"['줄임', '말', '때문', '에', '젊', '은', '애', '들', '무슨', '말', '하', '는', '지', '하나', '도', '못', '알아듣', '겠', '어']"
48,알아들어봤자 뭐할 건데,0,"['알', '어', '듣', '어', '보', '었', '자', '뭐', '하', 'ᆯ', '거', 'ᆫ데']"
49,"여친이 반반결혼하자는데, 너무 계산적인 것 같아",0,"['여친', '이', '반반', '결혼', '하', '자는데', ',', '너무', '계산', '적', '이', 'ᆫ', '것', '같', '어']"
50,차라리 결혼하기 전에 거른 게 다행이야,0,"['차라리', '결혼', '하', '기', '전', '에', '거르', 'ᆫ', '것', '이', '다행', '이', '야']"
51,넷상 말고는 할 일이 없으니 그러고 있지,0,"['넷', '상', '말', '고', '는', '하', 'ᆯ', '일', '이', '없', '으니', '그러', '고', '있', '지']"
52,강아지 너무 귀엽다 몇 살이에요?,0,"['강아지', '너무', '귀엽', '다', '몇', '살', '이', '에요', '?']"
53,지금 8살이에요,0,"['지금', '8', '살', '이', '에요']"
54,아이고 나이가 많네 조심해야겠다,0,"['아이고', '나이', '가', '많', '네', '조심', '하', '어야', '겠', '다']"
55,어우 말이 좀 그렇네요 제가 죄송합니다 예,0,"['어우', '말', '이', '좀', '그렇', '네요', '저', '가', '죄송하', 'ᆸ니다', '예']"
56,이렇게 살아서 언제 집을 사고 차를 사지,0,"['이렇', '게', '살', '어서', '언제', '집', '을', '사', '고', '차', '를', '사', '지']"
57,걱정이 한 다발이야. 잠을 잘 수가 없어.,0,"['걱정', '이', '한', '다발', '이', '야', '.', '잠', '을', '자', 'ᆯ', '수', '가', '없', '어', '.']"
58,너 요즘 왜 예뻐져?,0,"['너', '요즘', '왜', '예쁘', '어', '지', '어', '?']"
59,다른 성형한건 아니고?,0,"['다른', '성형', '하', 'ᆫ', '거', 'ᆫ', '아니', '고', '?']"
60,대통령 유렵 간다는데 왜 이렇게 기사가 하나도 없어?,0,"['대통령', '유렵', '가', 'ᆫ다는데', '왜', '이렇', '게', '기사', '가', '하나', '도', '없', '어', '?']"
61,만약 니가 피의자가 됐을땐 변호사를 써라,0,"['만약', '니', '가', '피의자', '가', '되', '었', '을', '때', 'ᆫ', '변호사', '를', '쓰', '어라']"
62,그게 최고 좋은 방법이야,0,"['그것', '이', '최고', '좋', '은', '방법', '이', '야']"
63,조사관한테 억울한 건 끝까지 안했다고만 하면 되지,0,"['조사관', '한테', '억울', '하', 'ᆫ', '거', 'ᆫ', '끝', '까지', '안', '하', '었', '다고', '만', '하', '면', '되', '지']"
64,법무사도 싸게 서류 정리 다해줌,0,"['법무사', '도', '싸', '게', '서류', '정리', '다', '하', '어', '주', 'ᆷ']"
65,네 친구 남자친구 미국사람이더라?,0,"['네', '친구', '남자', '친구', '미국', '사람', '이', '더라', '?']"
66,나도 평일 점심에 친구랑 애슐리 먹고 싶다고~,0,"['나', '도', '평일', '점심', '에', '친구', '랑', '애슐리', '먹', '고', '싶', '다고', '~']"
67,나도 끼워줘 나도 쉴래~,0,"['나', '도', '끼우', '어', '주', '어', '나', '도', '쉬', 'ᆯ래', '~']"
68,비슷한 거 아니야?,0,"['비슷', '하', 'ᆫ', '거', '아니', '야', '?']"
69,"무슨 말을 그렇게 해, 인생에 정해진 타이밍이 어디 있다고.",0,"['무슨', '말', '을', '그렇', '게', '하', '어', ',', '인생', '에', '정하', '어', '지', 'ᆫ', '타이밍', '이', '어디', '있', '다고', '.']"
70,누리호 실패했다더라,0,"['누리', '호', '실패', '하', '었', '다더라']"
71,야 누리호가 실패해서 다행인거임,0,"['야', '누리호', '가', '실패', '하', '어서', '다행', '이', 'ᆫ', '거', '이', 'ᆷ']"
72,다행이다 그래도 우리나라 선수들은 따로 도시락 먹는대,0,"['다행', '이', '다', '그렇', '어도', '우리나라', '선수', '들', '은', '따로', '도시락', '먹', '는대']"
73,야 운동하러 간다더니 얼굴이 다 타서 왔냐,0,"['야', '운동', '하', '러', '가', 'ᆫ다더니', '얼굴', '이', '다', '타', '어서', '오', '었', '냐']"
74,선크림 깜빡해가지고 얼굴 다 탐,0,"['선', '크림', '깜빡', '하', '어', '가지', '고', '얼굴', '하', '다', '탐']"
75,추석에 뭐하지,0,"['추석', '에', '뭐', '하', '지']"
76,당연히 부모님 보러가야지,0,"['당연히', '부모', '님', '보', '러', '가', '어야지']"
77,친구중에 영화 먼저보고 스포하는 친구 있음,0,"['친구', '중', '에', '영화', '먼저', '보', '고', '스포', '하', '는', '친구', '있', '음']"
78,오늘 전학생 온데.,0,"['오늘', '전학생', '오', '이', 'ᆫ데', '.']"
79,여자야?남자야?,0,"['여자', '이', '야', '?', '남자', '이', '야', '?']"
80,남자라는데?,0,"['남자', '이', '라는데', '?']"
81,"키오스크 쓰는거 어려워하는데, 그런거 알려주는 알바있으면 이력서 내야지",0,"['키오스크', '쓰', '는', '거', '어렵', '어', '하', '는', '데', ',', '그런', '거', '알려주', '는', '알바', '있', '으면', '이력서', '내', '어야지']"
82,이 드라마 15부도 아니고 14부라네,0,"['이', '드라마', '15', '부', '도', '아니', '고', '14', '부', '라네']"
83,오 제발 거짓말이라고 해줘,0,"['오', '제발', '거짓말', '이', '라고', '하', '어', '주', '어']"
84,요 앞에 음식점 생겼는데 가볼래?,0,"['요', '앞', '에', '음식점', '생기', '었', '는', '데', '가', '어', '보', 'ᆯ래', '?']"
85,무슨 요리하는 곳인데?,0,"['무슨', '요리', '하', '는', '곳', '이', 'ᆫ데', '?']"
86,초밥집인데 엄청 맛있대.,0,"['초밥', '집', '이', 'ᆫ데', '엄청', '맛있', '대', '.']"
87,요리사도 현지에서 직접 공부한 사람이래!,0,"['요리사', '도', '현지', '에서', '직접', '공부', '하', 'ᆫ', '사람', '이', '래', '!']"
88,내일부턴 좀 잘했으면,0,"['내일', '부터', 'ᆫ', '좀', '잘', '하', '었', '으면']"
89,죄송합니다. 아직 끝내지 못했습니다.,0,"['죄송', '하', 'ᆸ니다', '.', '아직', '끝내', '지', '못', '하', '었', '습니다', '.']"
90,죄송합니다. 오늘까지 어떻게든 마무리 하겠습니다.,0,"['죄송', '하', 'ᆸ니다', '.', '오늘', '까지', '어떻', '게', '든', '마무리', '하', '겠', '습니다', '.']"
91,저런 거 가지고 왜 뭐라고 하는거냐 저 사람은 요리사 이전에 사업가인데,0,"['저런', '거', '가지', '고', '왜', '뭐', '이', '라고', '하', '는', '거', '이', '냐', '저', '사람', '은', '요리사', '이전', '에', '사업가', '이', 'ᆫ데']"
92,커피포트도 씻어야 하는 거임?,0,"['커피포트', '도', '씻', '어야', '하', '는', '거', '이', 'ᆷ', '?']"
93,해병대 너무 멋있어,0,"['해병대', '너무', '멋있', '어']"
94,손 대서라도 예쁜 게 낫지 않음?,0,"['손', '대', '어서', '이', '라도', '예쁘', 'ᆫ', '것', '이', '낫', '지', '않', '음', '?']"
95,나 어제 여자친구 생겼어,0,"['나', '어제', '여자', '친구', '생기', '었', '어']"
96,너 왜 그렇게 상처주냐,0,"['너', '왜', '그렇', '게', '상처', '주', '냐']"
97,"노래, 춤은 그 정도 하는 아이돌들 많은 것 같은데..",0,"['노래', ',', '춤', '은', '그', '정도', '하', '는', '아이돌', '들', '많', '은', '것', '같', '은데', '..']"
98,힘든 일 뿐만 아니라 단순 사무직에서도 차이남 ..,0,"['힘들', 'ᆫ', '일', '뿐', '만', '아니', '라', '단순', '사무', '직', '에서', '도', '차이', '나', 'ᆷ', '..']"
99,"세계 여행하는 유튜브 영상 봤는데, 카자흐스탄 여자들 개 이쁘더라",0,"['세계', '여행', '하', '는', '유튜브', '영상', '보', '었', '는데', ',', '카자흐스탄', '여자', '들', '개', '이쁘', '더라']"
100,내가 왜?,0,"['나', '가', '왜', '?']"
101,너가 축구 하면 진짜 심장 터지려 할껄?,0,"['너', '가', '축구', '하', '면', '진짜', '심장', '터지', '려', '하', 'ᆯ', '꺼', 'ᆯ', '?']"
102,바꿔서 해봐.,0,"['바꾸', '어서', '하', '어', '보', '어', '.']"
103,야 나 오늘 카페갔다가 남자한테 번호따였어,0,"['야', '나', '오늘', '카페', '가', '었', '다가', '남자', '한테', '번호', '따', '이', '었', '어']"
104,오? 대박이다 어떤 남자였어?,0,"['오', '?', '대', '박', '이', '다', '어떤', '남자', '이', '었', '어', '?']"
105,몰라. 일단 비쥬얼은 합격이라 번호주고옴,0,"['모르', '어', '.', '일단', '비쥬얼', '은', '합격', '이', '라', '번호', '주', '고', '오', 'ᆷ']"
106,아니 그렇잖아..알지도 못하면서 번호 따고 가는게..,0,"['아니', '그렇', '지', '않', '어', '..', '알', '지', '도', '못하', '면서', '번호', '따', '고', '가', '는', '것', '이', '..']"
107,혹시 모르니 조심하라고 조언해 주는거야,0,"['혹시', '모르', '니', '조심', '하', '라고', '조언', '하', '어', '주', '는', '거', '야']"
108,협회 기부금 100만원이 큰 돈이란다,0,"['협회', '기부금', '100', '만', '원', '이', '크', 'ᆫ', '돈', '이', '란다']"
109,누굴 두고 하는 말인지 알겠다,0,"['아', 'ㅋㅋ', '누구', 'ᆯ', '두', '고', '하', '는', '말', '이', 'ᆫ지', '알', '겠', '다']"
110,"괜찮아, 내가 계속 천재라고 해줄게.",0,"['괜찮', '어', ',', '나', '가', '계속', '천재', '이', '라고', '하', '어', '주', 'ᆯ게', '.']"
111,좋은 생각이다.,0,"['좋', '은', '생각', '이', '다', '.']"
112,오늘도 밤샘이냐?,0,"['오늘', '도', '밤샘', '이', '냐', '?']"
113,일이 안끝났는데 어쩌겠어,0,"['일', '이', '안', '끝나', '었', '는데', '어쩌', '겠', '어']"
114,미리미리 좀 해두지 그랬냐,0,"['미리미리', '좀', '하', '어', '두', '지', '그렇', '었', '냐']"
115,자꾸만 일이 들어오는걸 어떡해,0,"['자꾸', '만', '일', '이', '들어오', '는', '거', 'ᆯ', '어떡하', '어']"
116,그 정도 일 했으면 작업속도가 빨라질만도 하지않냐?,0,"['그', '정도', '일', '하', '었', '으면', '작업', '속도', '가', '빠르', '어', '지', 'ᆯ', '만', '도', '하', '지', '않', '냐', '?']"
117,이건 수리도 힘들어서 어쩔 수 없이 돈 받아야겠어요.,0,"['이거', 'ᆫ', '수리', '도', '힘들', '어서', '어쩌', 'ᆯ', '수', '없이', '돈', '받', '어야', '겠', '어요', '.']"
118,나 이제 햄 그만 먹으려고,0,"['나', '이제', '햄', '그만', '먹', '으려고']"
119,햄 같은 거 많이 먹으면 환경에도 안 좋고 수명도 줄어든다더라,0,"['햄', '같', '은', '거', '많이', '먹', '으면', '환경', '에', '도', '안', '좋', '고', '수명', '도', '줄어들', 'ᆫ다더라']"
120,확정 뽑도 있으니 망한 자본 게임보단 낫긴 하지,0,"['확정', '뽑', '도', '있', '으니', '망하', 'ᆫ', '자본', '게임', '보다', 'ᆫ', '낫', '기', 'ᆫ', '하', '지', 'ㅇㅎ']"
121,우리 지역에 베트남 사람들 단체로 코로나 걸렸더라,0,"['우리', '지역', '에', '베트남', '사람', '들', '단체', '로', '코로나', '걸리', '었', '더라']"
122,말이 너무 심하신 거 아닌가요...,0,"['말', '이', '너무', '심하', '시', 'ᆫ', '거', '아니', 'ᆫ가', '요', '...']"
123,민식이법 찬성하는 애들은 운전을 해보긴 했을까?,0,"['민', '식', '이', '법', '찬성', '하', '는', '애', '들', '은', '운전', '을', '하', '어', '보', '기', 'ᆫ', '하', '었', '을까', '?']"
124,조상님 산소를 팔아먹어,0,"['조상', '님', '산소', '를', '팔', '어', '먹', '어']"
125,그기 골프장 들어서 가격이 많이 뛰었잔아,0,"['그기', '골프장', '들', '어서', '가격', '이', '많이', '뛰었잔아']"
126,다른곳에 모시면 되잔아 왜그래,0,"['다른', '곳', '에', '모시', '면', '되', '자', 'ᆫ', '아', '왜', '그렇', '어']"
127,문중에 좋은일아잖아 문중을 위한거라고,0,"['문중', '에', '좋', '은', '일', '아', '잖아', '문중', '을', '위하', 'ᆫ', '거', '이', '라', '고']"
128,문중에 들어오지 말아라,0,"['문중', '에', '들어오', '지', '말', '어라']"
129,니가 뭔데 그딴소리 하고있노,0,"['니', '가', '뭐', '이', 'ᆫ데', '그딴', '소리', '하', '고', '있', '노']"
130,내가 문중을 위해 한 행동은 정당하다,0,"['나', '가', '문중', '을', '위하', '어', '한', '행동', '은', '정당하', '다']"
131,이놈아 모든사람들에게 허락 받는게 먼저야,0,"['이놈', '아', '모든', '사람', '들', '에게', '허락', '받', '는', '것', '이', '먼저', '야']"
132,문중어른들께 말했고 산소 옮기는것 허락했다,0,"['문중', '어른', '들', '께', '말', '하', '었', '고', '산소', '옮기', '는', '것', '허락', '하', '었', '다']"
133,우리나라 어떻게 하냐,0,"['우리', '나라', '어떻게', '하', '냐']"
134,나는 쟤 1등 관심없고 안 봐서 좋다,0,"['나', '는', '쟤', '1', '등', '관심', '없', '고', '안', '보', '어서', '좋', '다']"
135,와 진짜 목 마르다.,0,"['와', '진짜', '목', '마르', '다', '.']"
136,물 좀 많이 마셔야겠다.,0,"['물', '좀', '많이', '마시', '어야', '겠', '다', '.']"
137,그거듣고 조금 놀랬어,0,"['그거', '듣', '고', '조금', '놀래', '었', '어']"
138,나중에 후회 많이 할텐데,0,"['나중', '에', '후회', '많이', '하', 'ᆯ', '터', '이', 'ᆫ데']"
139,시험기간이라 도서관 자리가 너무 없다,0,"['시험', '기간', '이', '라', '도서관', '자리', '가', '너무', '없', '다']"
140,아 진짜 평소엔 반도 안차던데 ..,0,"['아', '진짜', '평소', '에', 'ᆫ', '반', '도', '안', '차', '던데', '..']"
141,어차피 만날 사람도 아닌데 성격이 뭐가 중요함?,0,"['어차피', '만나', 'ᆯ', '사람', '도', '아니', 'ᆫ데', '성격', '이', '뭐', '가', '중요', '하', 'ᆷ', '?']"
142,에이 그건 거기서 못 만나게 했으니까 그런 거 아니야? 자기도 보고 싶어 했을 듯?,0,"['에이', '그거', 'ᆫ', '거기', '서', '못', '만나', '게', '하', '었', '으니까', '그런', '거', '아니', '야', '?', '자기', '도', '보', '고', '싶', '어', '하', '었', '을', '듯', '?']"
143,나 정도면 평균이지,0,"['그것', '이', '말', '이', '되', 'ᆫ다고', '생각', '하', '냐', 'ㅋㅋ', '나', '정도', '이', '면', '평균', '이', '지']"
144,노래 한시간 연장해 주세요.,0,"['노래', '한', '시간', '연장', '하', '어', '주', '세요', '.']"
145,지금 다른분들이 기다려 연장이 안되요,0,"['지금', '다른', '분', '들', '이', '기다리', '어', '연장', '이', '안', '되', '요']"
146,네 다음에 와 주시길 바랍니다.,0,"['네', '다음', '에', '오', '어', '주', '시', '기', 'ᆯ', '바라', 'ᆸ니다', '.']"
147,손님 죄송합니다 30분만 더 하세요,0,"['손', '님', '죄송하', 'ᆸ니다', '30', '분', '만', '더', '하', '세요']"
148,1시까지 저 프로그램 봤냐?,0,"['1', '시', '까지', '저', '프로그램', '보', '었', '냐', '?']"
149,그거 주최측 실수긴 하지.,0,"['그거', '주최', '측', '실수', '이', '기', 'ᆫ', '하', '지', '.']"
150,그래도 자기가 무슨 말할 지 미리 알고 있었을거 아니야?,0,"['그래도', '자기', '가', '무슨', '말', '하', 'ᆯ', '지', '미리', '알', '고', '있', '었', '을', '거', '아니', '야', '?']"
151,쟤 남자친구 있다는 소문 들었나?,0,"['쟤', '남자', '친구', '있', '다는', '소문', '듣', '었', '나', '?']"
152,이 기사 좀 봐봐라.,0,"['이', '기사', '좀', '보', '어', '보', '어라', '.']"
153,고양이 귀여워,0,"['고양이', '귀엽', '어']"
154,얼굴은 왜 가리지 당당하다며,0,"['얼굴', '은', '왜', '가리', '지', '당당', '하', '다며']"
155,돌발상황에서 대처 잘하는 사람 멋있는 것 같아,0,"['돌발', '상황', '에서', '대처', '잘', '하', '는', '사람', '멋있', '는', '것', '같', '어']"
156,왜 라이브 끝까지 안 하려고 하는 거야?,0,"['OO', '그룹', '은', '왜', '라이브', '끝', '까지', '안', '하', '려고', '하', '는', '거', '이', '야', '?']"
157,그러게. 라이브 자신 있다면 한 번쯤은 나왔을 텐데.,0,"['그러게', '.', '라이브', '자신', '있', '다면', '한', '번', '쯤', '은', '나오', '었', '을', '터', '이', 'ᆫ데', '.']"
158,그거 연기하는 배우는 얼마나 고역스러울까,0,"['그거', '연기', '하', '는', '배우', '는', '얼마나', '고역', '스럽', '을까']"
159,왜 먹는거 가지고 뭐라 그러냐,0,"['왜', '먹', '는', '거', '가지', '고', '뭐', '이', '라', '그러', '냐']"
160,아 이거 8년정도 되서 좀 낡았지,0,"['아', '이거', '8', '년', '정도', '되', '서', '좀', '낡', '었', '지', '..', 'ㅎ']"
161,준비는 하고 있는데 그게 그렇게 쉬운 게 아니니까.,0,"['준비', '는', '하', '고', '있', '는', '데', '그것', '이', '그렇', '게', '쉽', '은', '것', '이', '아니', '니까', '.']"
162,그러게 진작에 뭘 좀 해놓지 그랬냐.,0,"['그러게', '진작에', '뭐', 'ᆯ', '좀', '하', '어', '놓', '지', '그렇', '었', '냐', '.']"
163,야 우리 부모님도 가만히 계시는데 네가 왜 그러냐,0,"['야', '우리', '부모', '님', '도', '가만히', '계시', '는', '데', '너', '가', '왜', '그러', '냐', 'ㅋㅋ']"
164,오늘 점심에 뭘 먹었지?,0,"['오늘', '점심', '에', '뭐', 'ᆯ', '먹', '었', '지', '?']"
165,사귀고 헤어지는 거 지네들 마음이지 모,0,"['사귀', '고', '헤어지', '는', '거', '이', '지', '너', '의', '들', '마음', '이', '지', '모']"
166,오늘 술 한잔 땡기실?,0,"['오늘', '술', '한잔', '땡기', '시', 'ᆯ', '?']"
167,나 선약이 있어서 오늘은 좀 힘들듯,0,"['나', '선약', '이', '있', '어서', '오늘', '은', '좀', '힘들', 'ᆯ', '듯']"
168,나 이번에 고급 미용실 가서 이발 했어,0,"['나', '이번', '에', '고급', '미용실', '가', '어서', '이발', '하', '었', '어']"
169,왜 혹시 이상해?,0,"['왜', '혹시', '이상', '하', '어', '?']"
170,이런 겜이라도 너같은 유저가 필요해~ 제발 돌아와~,0,"['이런', '것', '이', 'ᆷ', '이', '라도', '너', '같', '은', '유저', '가', '필요', '하', '어', '~', '제발', '돌아오', '어', '~']"
171,그걸 이쁘다고 생각하고 다니는 건가. 질라 이해 안 감,0,"['그거', 'ᆯ', '이쁘', '다고', '생각', '하', '고', '다니', '는', '거', '이', 'ᆫ가', '.', '질라', '이해', '안', '가', 'ᆷ']"
172,여자 방송 보면 캠 키지 않고 이미지로 만 진행 하는 애들 보면 어떻게 생각해 ?,0,"['여자', '방송', '보', '면', '캠', '키', '지', '않', '고', '이미지', '로', '만', '진행', '하', '는', '애', '들', '보', '면', '어떻', '게', '생각', '하', '어', '?']"
173,환승연애가 왜 그렇게 욕먹는지 모르겠어,0,"['환승', '연애', '가', '왜', '그렇', '게', '욕먹', '는', '지', '모르', '겠', '어']"
174,나도 사고싶던데 저차. 귀엽더라,0,"['나', '도', '사', '고', '싶', '던', '데', '저', '차', '.', '귀엽', '더라']"
175,내가 여기 둔 돈 못 봤어?,0,"['나', '가', '여기', '두', 'ᆫ', '돈', '못', '보', '었', '어', '?']"
176,다른 데 둔 거 아니야?,0,"['다르', 'ᆫ', '데', '두', 'ᆫ', '거', '아니', '야', '?']"
177,동물병원 가야하는데 비용때문에 무섭다,0,"['동물', '병원', '가', '어야', '하', '는', '데', '비용', '때문', '에', '무섭', '다']"
178,날 뭘로 보고 지금도 미리미리 적금 들고있는데,0,"['?', '나', 'ᆯ', '뭐', 'ᆯ로', '보', '고', '지금', '도', '미리미리', '적금', '들', '고', '있', '는', '데']"
179,아이돌 연기 솔직히 안 하면 좋겠는데.,0,"['아이돌', '연기', '솔직히', '안', '하', '면', '좋', '겠', '는데', '.']"
180,신인 배우 자리를 뺏는 거나 다름없음.,0,"['신인', '배우', '자리', '를', '뺏', '는', '거', '나', '다름없', '음', '.']"
181,"남학생은 파란 공책, 여학생은 분홍색 공책 가지고 가세요.",0,"['남학생', '은', '파랗', '은', '공책', ',', '여학생', '은', '분홍색', '공책', '가지', '고', '가', '세요', '.']"
182,시간없을땐 유튜브 지식 정보방 아니냐 ? 나름 가성비도 좋고 지인들 한테 추천할만 한거같은데,0,"['시간', '없', '을', '때', 'ᆫ', '유튜브', '지식', '정보', '방', '아니', '냐', '?', '나름', '가성비', '도', '좋', '고', '지인', '들', '한테', '추천', '하', 'ᆯ', '만', '하', 'ᆫ', '거', '같', '은데']"
183,왜 무슨 일 있었음?,0,"['왜', '무슨', '일', '있', '었', '음', '?']"
184,역할을 연기하는 게 아니라 모든 역할을 본인처럼 해버리니까,0,"['역할', '을', '연기', '하', '는', '것', '이', '아니', '라', '모든', '역할', '을', '본인', '처럼', '하', '어', '버리', '니까']"
185,어린이집 학대교사 얼굴 공개 좀 하자,0,"['어린이집', '학대', '교사', '얼굴', '공개', '좀', '하', '자']"
186,오늘이 독도의 날이라며?,0,"['오늘', '이', '독도', '의', '날', '이', '라며', '?']"
187,그런 날도 있었어?,0,"['그런', '날', '도', '있', '었', '어', '?']"
188,어쩐지 뉴스에서 유독 독도이야기가 많이 나오더라,0,"['어쩐지', '뉴스', '에서', '유독', '독도', '이야기', '가', '많이', '나오', '더라']"
189,우리 약속 1시 아니야?,0,"['우리', '약속', '1', '시', '아니', '야', '?']"
