,0,1
185,어쩌긴 뭘 어째 나오지 말라고 해야지,0
186,예전에 티비프로그램에 아이랑 나온거 봤는데 외롭고 힘들어보이더만.. ,0
187,이름도 어쩜... 아잉~ 좀 더 세게 조여줭~~ ㅋㅋㅋ,2
188,놀러 나간다더니 기어코 했네ㅋㅋ어땠어?,0
189,다이빙 도전해보고 싶다,0
190,개 토나온다 머가리 반으로 쪼개 버리기전에,1
191,아까 부터 앞에 여자 표정 왜저러지,0
192,아버지가 매일 데릴러 오시던데 완전 딸 바보시네,0
193,단 거 먹을래? 아니면 따뜻한 우유라도 줄까?,0
194,내 여친 어떤 거 같냐,0
195,ㅇㅇ 맞음 그래서 모델들 몸 관리 엄청 철저히 하잖아 그렇게 하고 모델하다 실패하면 매춘하러감 ㅋㅋ 비싸거든,2
196,이번에 알바하기로 했어.,0
197,꼽았냐? 꼽고 빨지,2
198,야 여경 체력테스트 하는거 봤어?,0
199,하나같이 좌빨스럽네,1
200,그 영감 오래 산다고 너에게 득 될 거 없잖아.,0
201,안된다고 하는데도 계속 해달라고 우겨,0
202,새로산옷이야? 나 한번만 입어보자,0
203,성기 빨 때의 그 물컹한 느낌이야.,2
204,그런 노인네 남편은 밤일 할 때 제대로 서기나 하나 몰라,2
205,그런 직업에 여성 할당제를 적용하는 건 위험한 것 같아.,0
206,퇴근까지 3시간이나 남았는데 빈둥거리게 두라는 말이야?,0
207,너무 오크년 아니냐?,1
208,너 백신 2차까지 다 맞았어?,0
209,글보니까 대충 여자가 많이하는 유사 성매매 같은데,2
210,여행가서 술마시고 한껏 주물러놨더니 생리한대.,2
211,이 매국노비새퀴들아 감동 좀 해라,1
212,편파 기사만 쓰는 거 쟤네 구내 식당에 쥐약 넣고 싶게 만든다니까,1
213,니가 자위 하듯이 치듯이 공부했으면 성공 한 개 없을까,2
214,댓글좀 봐.,0
215,"대마가 마약의 문이라고 생각하는건 대마를 마약으로 생각했을 때 이야기이고, 대마재배랑 생산과 판매는 금지하고 피는 것은 대부분 유럽국가처럼 허용해봐라. 그게 마약이겠나.. ㅋㅋ 겁나 비싼 기호식품이 되버리는거임. 그리고 우리나라 땅덩어리 좁아서 대마피면 그 냄새 때문에 민원으로 후두려 맞을꺼다. 그리고 뭐 마약이고 뭐고 좀 의료대마나 좀 연구해라.",0
216,아 전나 아쉽노ㅜㅜ 여대생이면 한참 보댕이 찹쌀떡 마냥 쫄깃할 땐데.. 한번만 나눠주지,2
217,공시생들 힘내라 이번엔 꼭 될 거야,0
218,내가 제목 지어 볼게 어느 날 내가 좋아하는 아이돌이 나한테 고백을?,0
219,요즘은 일도 한국인이 외노자보다 못한다며,0
220,헤프게 아랫도리 놀리고 다닐 거면 독실한 기독교 얘기는 하질 말던지,2
221,지금이야 페미 이미지가 안좋아지기 시작하니까 페미 한 적 없다면서 도망치는거지 저 때는 그냥 한국에 있던 10~20대 여자들은 전부 페미였다고 봐도 됨.,0
222,저기 분홍색 좌석은 뭐야?,0
223,요즘 핸드폰은 왜 이렇게 내구성이 약하지?,0
224,너 인생 그렇게 살지마,0
225,그냥 차라리 수학이나 국어 숙제를 내소,0
226,불나고 불매 운동해도 잘만 팔리네.,0
227,그리고 달래주면 계속해서 그냥 우울하다 하면 십알아 아걀히 싸매라 라고 해야 함ㅋ,1
228,비 내리는 날 택시 너무 안 잡힌다,0
229,요즘 직장생활 어때?,0
230,손에서 끝나면 안 되는 거 알지?,0
231,그냥 나 정신력 약해요 ㅜ 멘탈 약해요 밖에 더 되냐? 볎신들,1
232,진짜네 비아그라먹은거처럼 단단하네,2
233,상사 진짜 개빡치지 않냐,1
234,진짜 팀플 개긑다 사람이 없다 사람이 뭐만하면 잠수타고 할머니는 왜 맨날 돌아가시는건데 씨이팔,1
235,역대 대통령 중 가장 문란한 대통령일듯,2
236,레알 쓰레기통 인생들,1
237,세력한테 물량 털리고 주식 시장에 뽓지 뜯기다 보면 웬 상그지 하나 남을 거다.,1
238,하루에 한번 다른 여자랑 바꿔가면서 양기 빨아먹으면 돼,2
239,김치녀 한 마리 살 돈으로 난민 여자 100마리 살 수 있어.,2
240,30대 후반 아저씨 잠실 출격한다,0
241,아 오늘도 집에 있기 힘들어서 나왔다.,0
242,색기가 겁나 흐르네. 킁킁킁,2
243,비행기도 다 만석이래,0
244,진짜 잠수에 커플에 가족팔이까지 씻팔들만 한군데 모아둠,1
245,페미니즘 연구하는 학술 동아리라고 했던 것 같은데?,0
246,콜롬비아 여행 영상 올려요,0
247,종교 문제 생각 안 하는 빡머가리야,1
248,국회의원이 왜?,0
249,어릴 때 사과나무에 올라가서 오빠한테 막 야단 맞았어,0
250,너가 종교를 안 믿는 것처럼.,0
251,요새 뭐하고 지내?,0
252,야이 저까 시부라 먹을 가스나야 꺼지라,1
253,요즘 군대도 진짜 그럴까?,0
254,모가지 따 버려서 영원히 말 못하게 하고 싶다,1
255,너네 집 보단 잘 살고 있으니까 걱정ㄴㄴ,0
256,남자들도 도와서 하면 좋을텐데,0
257,같이 영화 볼래?,0
258,저런 년은 묶어놓고 입에다 졷 쑤셔박아서 질식사 시켜야됨,2
259,내가 너한테 보낸 추석선물 어머니께 보냈어?,0
260,쌔끈한 궁둥이를 보고 참을 수가 없었다.,2
261,너가 쓰는 산소조차 아까우니까 이산화탄소 좀 그만 뱉고 하늘로 올라가,1
262,한번만 더 하면 손가락 불구되게 할 거야,1
263,진짜 망치로 머리 부숴서 개조시켜버리고 싶네.,1
264,이거 매물 찾아보면 거의 20만원대임.근데 내가 싸게 드리는거임,0
265,30만원 주면 한 번 주려나,2
266,그 혓바닥 내가 언제 뺀찌로 뽑아버릴거야,1
267,나한테 맞아 죽기 싫으면 그냥 조용히 가라.,1
268,비트코인으로 망하는 사람들은 뭐하는 사람들이냐?,0
269,너가 마음에 들지 않은 것이 있다면 남녀 합리화 하는 게 아니라 그 사람에게만 적용 하는 게 옳은 것 같아.,0
270,고객님 이번달 보험료 납부가 안됐습니다.,0
271,"고졸이라도 열심히 사는 사람들 많아, 학력이 중요한건 아니잖아.",0
272,인성 바닥난거지,0
273,십알 맞네 이 사태를 이렇게 키운 범인은 OO이다 재앙 색희 책임지고 자살해라,1
274,야 이게 뭐냐?,0
275,당장에 끌어내서 극형에 처해야 해.,1
276,석류 젤리 맛있더라. 여자 피부에도 좋다고 하던데,0
277,개작렬의 놈 내가 너 사업 도와준게 한이 맺힌다.,1
278,쳐맞고 사는게 딱 맞는 인생일듯 ㅋㅋ 나도 한대 패고싶네,1
279,OO 떠서 봤는데 지금 필라테스 강사하더라,0
280,운동하는 년이 진짜 조개가 쫄깃하대.,2
281,니 인생 푹푹 빠지는 퇴비길만 걷길 기도할게.,1
282,키 190여자는 어때,0
283,정말 어이가 없어서 기가 찬다,0
284,그래 그럼 풋살이나 하자,0
285,자기 입술 빨면 가슴도 빨고 밑도 쩝쩝대면서 빨아먹고 싶다고,2
286,동물을 사랑해야지. 학대하면 벌받아. 다신 그러지마,0
287,특히 이 그룹의 리더가 정말 마음에 들어.,0
288,노력을 해야지 똥싸는 기계도 아니고 쯧쯧,1
289,학교 끝나고 어디가냐?,0
290,OO뽑는 머리 빈 새77ㅣ들은 진짜 뵹신련들인가?,1
291,소추 한남이 아무리 발악해도 소추지,2
292,내 새로 산 옷 어때?,0
293,맞아 노조 정리 못하면 그냥 폭망이지. 국민들 등에 업고 설치는 노조들 빨갱이 집단같아.,1
294,전부 짜리몽땅 씁퇘지들 뿐이고,1
295,맞아 모르니까 더 겁나고 무섭지,0
296,확실히 술 기운 빌리면 여자 따먹기 편하긴 하지,2
297,진짜 미안.. 심각한 일 아닌 줄 알았어,0
298,야야 너 얼굴이 왜그래?,0
299,진짜 집 주위에 인스타 허세 가득한 집들 많이 늘어서 마음에 안든다.,0
300,이 방송 봤어?,0
301,아 나도 여자친구 사귀고 싶다,0
302,니 아는 사람들중 자퇴하는 사람들 있음?,0
303,영화관에서 누가 이렇게 떠드냐?,0
304,고려장 마렵네 병신같은 틀딱새끼,1
305,개쫓씝날 강도들,1
306,동양인도 아니면서 내 문화에 대해 말하지 마.,0
307,폰헙 접속하는 법 알아?,2
308,지금 전기차만 우대해 달라는 말입니까?,0
309,그냥 다음 시험도 마음 편하게 봐.,0
310,꼭 그렇게 팩트폭격을 해야겠냐?,0
311,저런 빨통 달고 다니는 년치고 수술 안한 년 없더라.,2
312,할부충이거나 등골브레이커 둘 중 하나임,1
313,내가 뭐 잘못한 게 있다고 맨날 숨어ㅋㅋ,0
314,나도 저번에 같이 일했거든,0
315,빨딱빨딱 서던게 한녀만 보면 파사삭 죽는다,2
316,김밥집 아줌마 가방 명품이던데,0
317,소설원작에 국내개봉도 안하는데 다 틀리게 썼다니까 무지년야,1
318,근데 나살기도 바쁜데 상폐 노처녀 너덜보댕이를 왜 먹여 살림,2
319,아 진짜 저 트롤 같은 새끼는 언제 죽냐.,1
320,뭔소리고 여친 사겨본적도 없는 찐따련이 ㅋㅋ,1
321,콘돔에 바늘 통과시켜서 속도위반 결혼했지 ㅎㅎ,2
322,조선족들 상대로 매춘하고 있겠지 ㅋㅋㅋㅋ,2
323,에휴... 남자가 되어서 벌레도 못잡을거면 걍 고추 때라,2
324,라임맛 라면 나온거봄?? 저거 사는사람있긴해?먹어본사람 있나 ,0
325,레깅스 입은 여자 바바리맨들 조개라인 보여줘도 보는 사람만 변태취급함,2
326,오늘 니 죽탱이가 자유분방하구나?,1
327,계단 올라가는 여자 엉덩이 보니까 뒤에서 박고 싶더라,2
328,아니 근데 한국 성형술이 그렇게 대단하다면서?,0
329,국가적인 대참사를 기억하는 건 당연한 일이야.,0
330,"야, 이쁜 여자 어디없냐?",0
331,이야 여자치맛속 찍으면 다보이겠네,2
332,난 괜찮은데 익숙해서 그런가,0
333,너네 엄마 샤워 할 때 내가 감전 시켜서 전기 뱀장어 처럼 만들어 줄께ㅋㅋㅋㅋ 감전 되서 춤 추실거 생각하니까 진짜 웃기다,1
334,그래 알겠다 하는게 좀 복잡하긴 한데 그래도 해봐야지,0
335,땅크로 저중 몇 마리를 피자로 만들어줘야 지들 수준을 다시 깨닫지,1
336,고등학생은 왜 두발 단속을 하는건지 모르겠어,0
337,니가 잘한 거 없이 부모 가슴에 못이나 박는 앰뒤인생이잖아,1
338,마취 총으로 쏴서 입 여물게 하고 싶다,1
339,너네 부모님 고문 한번 시켜드리고 싶다 전기 의자에 앉히면 너무 좋아서 발작 일으키실 듯,1
340,그룹 멤버들이 다 똑같이 생겼네?,0
341,부동산은 전세계가 오르고 있어서 어쩔 수 없는 부분이었어,0
342,나 아침잠이 왜 이렇게 많지??,0
343,정도가 있지ㅋㅋ 그런 말 하면 자기가 유쾌해보이고 쿨해보이나 ? 그냥 글레같음,2
344,쟤 뷰티유튜버 하는 중이래!,0
345,저런 새퀴가 재난지원금은 제일 먼저 받아감.,1
346,영화 봤어? 진짜 재밌더라 그런 명작을 왜 난 이제 본걸까,0
347,개들은 우리 친구나 가족이나 다름 없는데,0
348,실제로 보면 아무 것도 못할 방구석 찐따 새끼가 나대고 있노,1
349,악역이 더 멋있네,0
350,이거보면 배꼽빠짐,0
351,비 오니깐 파전에 막걸리 먹고싶다,0
352,성소수자의 인권을 위해 활동하는 단체들이 많아져서 다행이야.,0
353,걔는 그 사람 잘생겼다고 지지하는 빠돌이더라,0
354,변기 다뿌술만큼 졷부심 부리네 ㅋㅋㅋ,2
355,네. 아주세게 가슴만져주고 섹하면서 세게 박아조요,2
356,젊을 때는 벌려주면서 놀다가 취집해가지고 개 꿀빠는거지,2
357,저질 작가부터 손 좀 봐줘야 할 듯,1
358,지네 말 안 들어 준다고 사람 죽이는 건 비슷하지,0
359,아 미안 ; 근데 그렇게까지 화낼 일이냐? 쨌든 사과의 의미로 왕 쭈쭈 소개해 줄게,2
360,당연하지 우리 오빠들 굿즈 사야됨,0
361,거기다 그 언니가 자주 입는 옷들 똑같은걸 사서 나한테 주고,0
362,"너도 참, 고생이 많네.",0
363,오피녀들이랑 하면 비위맞춰줄 필요도 없는데.,2
364,자칭 틀무새들 제발 관짝으로 꺼졌으면,1
365,니가 결정하는게 아니면 뭔데,0
366,완전 새내기에 아무것도 모르는 애더라. 다른 곳에서 경력도 없고,0
367,살다살다 주차장에서 차박이라니..,0
368,밤일이 꽤나 만족스러웠나봐?,2
369,남자 중에 술만 먹으면 성매매하는 애들이 있더라,2
370,거기에 내 임금도 포함되어있잖아 이놈아?,1
371,여학생 스타킹 성욕 일으켜 교감 무죄 반전 말이 되냐,2
372,아 사감 진짜 제대로 일을 안하네 시발 이런거 위에 말하고 처 고치지,1
373,섹스하자 가슴꺼내 얼른,2
374,비뇨기과 의사가 매일 한번씩 딸 친다고 건강에 문제 생기는 건 아니래,2
375,덕후들은 다 아는 걸 조사도 안 하고 기사 쓰는 기자는 뭔감?,0
376,정중하게 부탁했음 그러니깐 미안하다고 하시더라!,0
377,그니까 너도 인정을 좀 해 말만 그러지 말고,0
378,10대 유행어 박박이 대박이고 짜짜가 진짜라는 의미래,0
379,코로나 때문에 무관중으로 경기가 진행되잖아.,0
380,저거 태세변환보소,0
381,오늘 패스트푸드점 가서 햄버거 먹을래?,0
382,야 다시 결제해야지 개념 밥말아먹었냐,1
383,근데 정작 대다수의 일본인은 독도가 어디있는지 모른대,0
384,엄마가 착실하게 전도 유망한 룸망주하나 키우는거지,2
385,너 클럽 가본 적 있어?,0
386,그게 무슨 뜻이야?,0
387,이 샹노무새끼 들이 여기가 어디라고 들어와,1
388,"그러게, 거기에 신음 소리까지 내주면 금상첨화임 ㅋㅋㅋ",2
389,니가 그러니까 루져 앰생으로 사는거야ㅉㅉ,1
390,죽이고 싶은 놈 있으면 촉법들 시키면 되겠다.,1
391,"몰라, 근데 주변 친구들이 다 여자야",0
392,뭔 짓을 해도 뽑아주니까 그렇지.,0
393,일하고 싶은면 집안일 해,0
394,힘내라 서비스직이 다 그렇지 뭐,0
395,왜 사귀냐니? 그냥 꽁떡 제조긴데 그냥 하자고 하면 다 대주는데 이렇게 편한게 없다,2
396,이뭐병 우리가 집에서 굶냐?,1
397,길에서 대놓고 담배 피우는 틀딱들 죽여버리고 싶어,1
398,OO 엄마는 갈기갈기 찢겨서 죽기를,1
399,코로나때문에 사람 만날 기회도 없고 그러니까 연애할 기회가 없네.,0
400,저 짱개 지린네 나는 듯,1
401,근데 니가 그런 쓰레기 같은 동생이 있으면 패죽이고 싶다고 할걸?,1
402,숙일 때마다 가슴 비춰서 그런 거 아님?,0
403,야채 특유에 맛이 좋아서 먹는 사람도있던데?,0
404,말 끝마다 무식한거 너무 티남 개패고 싶음,1
405,"아니, 한국은 한국어를 써.",0
406,나는 제로콜라 마실게~~~,0
407,근데 너무 커서 본인이 불편하긴 하겠다,0
408,고길동 발가락이나 빨아라,2
409,맞아 그런 애들이 술집이나 오피로 빠지는 거지,2
410,진짜 극우 꼴통들 뒤졌으면 좋겠네,1
411,입에 그냥 개거품 물었는데 이 참에 너랑 너네 부모님도 된장 좀 발라야겠다,1
412,아직도 공부 안 하고 있네 이 새77ㅣ는 진짜 커서 뭐 되려 그러냐?,1
413,돈 없으면 카드도 못쓰냐?,0
414,돼지처럼 생겨서 걷기도 힘들어보였는데 여자를 넷이나 부른 거 보니 정력이 좋은가벼,2
415,나 그냥 이유없이 입은 거야,0
416,우리나라는 아직 야매가 많이서 글치 멋진데?,0
417,그 영화 평점 안좋던데 보고 옴?,0
418,식물 키우는 집안 보면 전부다 우울증에 집안 싸움만 하던데 정말 안타깝다 진짜 ㅋ,0
419,커플 매니저 아르바이트 하면서 못생긴 애들끼리 붙여주니까 재밌더라 ㅋㅋ,0
420,엄청 더럽고 싸보이지 않음?,1
421,떨어졌지 뭐...ㅠ,0
422,쥐길놈이네 부모빽으로 헬세를 도적질해먹는 파렴치 한놈 이다,1
423,사연이 있어 보이네요,0
424,그래도 종종 땡길 때가 있지 않아?,0
425,유치원 교사들이 그렇게 발랑까졌다며?,2
426,하 여기 또 어매 뒤진년 하나있노,1
427,"소년원에 사형장 마련해둬라, 싹 다 천장에 달아버릴라니까.",1
428,불알이 한바가지임,2
429,이거 완전 돌빡색기 아니야? 누가 백신 맞고 술을 츠마셔? 어휴 니같은 련은 바늘로 찔러 죽여야 돼,1
430,만수무강하신데 왜?,0
431,너무 문란하게 난교파티 벌려서 병 옮기고 이런 걸 반대하는 거지,2
432,저 가해자는 똑같이 목을 분질러서 끌려다니다 과다 출혈로 죽게 해야한다.,1
433,배우 정말 멋지더라.,0
434,넌 왜 이 가방만 들고 다녀?,0
435,재명이한테 변호 요청하면 해줄듯,0
436,딱 봐도 전남친이 조개확장공사 시켜준 보댕이인데?,2
437,친구들이랑 술 먹었다던데,0
438,에이 이대리처럼 섹쉬한 여자가 남자친구 없는 게 말이 되나,2
439,별점 테러 받고 싶나,1
440,산책 중에 개가 똥을 쌌는데 안 치우고 모른척 가더라,0
441,빨리 제대했으면 좋겠다,0
