,0,1,2,3
27,내 육봉으로 다스려주고 싶다,2,"['내', '육', '봉', '으로', '다스리', '어', '주', '고', '싶', '다']","육,봉,육봉"
28,과제는 무슨 너 술집가서 일 하는 거 아니야?,2,"['과제', '는', '무슨', '너', '술집', '가', '어서', '일', '하', '는', '거', '아니', '야', '?']",술집
29,길에서 레깅스 입은 여자들 너무 선다,2,"['길', '에서', '레깅스', '입', '은', '여자', '들', '너무', '서', 'ᆫ다']","레깅스,서,선다"
30,저 할망구는 다 늙었는데도 젖탱이가 빵빵하네,2,"['저', '할망구', '는', '다', '늙', '었', '는', '데', '도', '젖탱이', '가', '빵빵하', '네']",젖탱이
31,술처먹고와서 나 따먹으면서  딴여자이름 부르더라,2,"['술', '처먹', '고', '오', '어서', '나', '따먹', '으면서', '딴', '여자', '이름', '부르', '더라']",따먹
32,그래도 의젖이라 그런지 가슴은 아직 탱탱하긴 하더라ㅋㅋ,2,"['그래도', '의젖', '이', '라', '그렇', '은지', '가슴', '은', '아직', '탱탱', '하', '기', 'ᆫ', '하', '더라', 'ㅋㅋ']","의젖,가슴"
33,걔는 업소에서도 싸게 먹힐 부류인데 ㅋㅋㅋ,2,"['걔', '는', '업소', '에서', '도', '싸', '게', '먹히', 'ᆯ', '부류', '이', 'ᆫ데', 'ㅋㅋㅋ']","업소,싸,게,싸게"
34,가슴 한 번 만지고 싶다,2,"['OO', '거', '한', '번', '만지', '고', '싶', '다']",가슴
35,아 얼굴도 못생기고 몸매관리도 안해서 몸도 못파는건가?,2,"['아', '얼굴', '도', '못생기', '고', '몸매', '관리', '도', '안', '하', '어서', '몸', '도', '못', '팔', '는', '거', '이', 'ᆫ가', '?']","몸,팔,는,파는"
36,꼬맹이 총각^^ 당신 꽈리가 작다고 화내지 말아요~!,2,"['꼬맹이', '총각', '^^', '당신', '꽈리', '가', '작', '다고', '화내', '지', '말', '어요', '~', '!']","꽈리,꽈추,고추,꼬추"
37,저 여자는 저 몸매에 관음증? 노출증? 그런 거 있나ㅋㅋ,2,"['저', '여자', '는', '저', '몸매', '에', '관음증', '?', '노출증', '?', '그런', '거', '있', '나', 'ㅋㅋ']","관음증,노출증"
38,남자들이 자기 보고 자위하는 걸 바라는 거임?,2,"['남자', '들', '이', '자기', '보', '고', '자위', '하', '는', '거', 'ᆯ', '바라', '는', '거', '이', 'ᆷ', '?']",자위
39,짱깨들은 보징어 냄새가 진동해서 못 따먹겠더라,2,"['짱깨', '들', '은', '보징어', '냄새', '가', '진동', '하', '어서', '못', '따', '어', '먹', '겠', '더라']","보징어,따,먹,따먹"
40,OO 자체가 기쁨조 육변기였다가 발탁되었는데ㅋㅋㅋ,2,"['OO', '자체', '가', '기쁨조', '육', '변기', '이', '었', '다가', '발탁', '되', '었', '는', '데', 'ㅋㅋㅋ']","기쁨조,육,변기,육변기"
41,쟤 밑에 빨아보고 싶어,2,"['쟤', '밑', '에', '빨', '어', '보', '고', '싶', '어']","빨,빨어"
42,진짜는 오피나 키스방에 있겠지,2,"['진짜', '는', '오피', '나', '키스방', '에', '있', '겠', '지']","오피,키스방"
43,OO이 진짜 베이글인데 부럽다.....,2,"['OO', '이', '진짜', '베이글', '이', 'ᆫ데', '부럽', '다', '.....']",베이글
44,다만 목소리가 걸걸해서 신음소리 들으면 깰듯,2,"['다만', '목소리', '가', '걸걸', '하', '어서', '신음', '소리', '듣', '으면', '깨', 'ᆯ', '듯']",신음
45,그럼 빨리 벗어봐 따뜻해지게 깊게 박아줄게,2,"['그럼', '빨리', '벗', '어', '보', '어', '따뜻', '하', '어', '지', '게', '깊', '게', '박', '어', '주', 'ᆯ게']","박,박아줄게"
46,14살 따먹은 건 부럽다,2,"['14', '살', '따', '어', '먹', '은', '거', 'ᆫ', '부럽', '다']","따,먹,따먹는"
47,커서 몸 파려고 벌써부터 조기교육 지렸네,2,"['크', '어서', '몸', '파', '려고', '벌써', '부터', '조기', '교육', '지렸네']","몸,파"
48,미래의 성매매 시장의 미래가 밝다,2,"['미래', '의', '성', '매매', '시장', '의', '미래', '가', '밝', '다']","성,매매,성매매"
49,나도 맡자마자 섰어.,2,"['나', '도', '맡', '자마자', '서', '었', '어', '.']","서,섰어"
50,오늘 같이 물이나 빼러 갈까?,2,"['오늘', '같이', '물', '이나', '빼', '러', '가', 'ᆯ까', '?']","빼,빼러"
51,OO av배우들도 항문은 노모자이크로 보여주는데 한국 퇴물 걸그룹도 되지 않나?,2,"['OO', 'av', '배우', '들', '도', '항문', '은', '노', '모자이크', '로', '보이', '어', '주', '는', '데', '한국', '퇴물', '걸그룹', '도', '되', '지', '않', '나', '?']",항문
52,동인지 나오는 거 마냥 사지절단 후 오나홀 되었으면 좋겠네ㅋㅋㅋ,2,"['동인지', '나오', '는', '거', '마냥', '사지', '절단', '후', '오나홀', '되', '었', '으면', '좋', '겠', '네', 'ㅋㅋㅋ']",오나홀
53,암만 꼴려도 니네는 안 따먹는다 돼지들아,2,"['암만', '꼴리', '어도', '니', '네', '는', '안', '따', '어', '먹', '는', '다', '돼지', '들', '아']","따,먹,따먹는다"
54,이제 검둥이 튼실한 오빠들 사냥하러 다닐 거임.,2,"['이제', '검둥이', '튼실하', 'ᆫ', '오빠', '들', '사냥', '하', '러', '다니', 'ᆯ', '거', '이', 'ᆷ', '.']","검둥이,사냥"
55,지금 당장 몸캠 찍어서 유포해버려,2,"['지금', '당장', '몸캠', '찍', '어서', '유포', '하', '어', '버리', '어']",몸캠
56,아니면 걔 셀카로 딥페이크해버리자,2,"['아니면', '걔', '셀카', '로', '딥페이크', '하', '어', '버리', '자']",딥페이크
57,섹스하자 가슴꺼내 얼른,2,"['섹', 's', '하', '자', '가슴', '꺼내', '어', '얼른']","섹스,가슴"
58,가슴에 메론을 달고 다니면 안 무거울까?,2,"['가슴', '에', '메론', '을', '달', '고', '다니', '면', '안', '무겁', '을까', '?']",가슴
59,야 저런 가슴에 얼굴이나 파묻어봤으면 좋겠다.,2,"['야', '저런', '가슴', '에', '얼굴', '이', '나', '어', '파묻', '어', '보', '었', '으면', '좋', '겠', '다', '.']",가슴
60,아마 몸을 팔았거나 면접 때 운이 진짜 좋았던 거겠지,2,"['아마', '몸', '을', '팔', '었', '거나', '면접', '때', '운', '이', '진짜', '좋', '었', '던', '거', '이', '겠', '지']","몸,팔"
61,예쁘냐?예쁘면 그냥 한번 꼬셔서 하고 버려라,2,"['예쁘', '냐', '?', '예쁘', '면', '그냥', '한번', '꼬시', '어서', '하', '고', '버리', '어라']",버리
62,너 따먹어보겠다고 코쟁이들이 수작부리는 거 아니야?,2,"['너', '따먹', '어', '보', '겠', '다고', '코', '쟁이', '들', '이', '수작', '부리', '는', '거', '아니', '야', '?']",따먹
63,저 가슴 D컵인데 오늘 떡한번 치실래요?,2,"['저', '가슴', 'D', '컵', '이', 'ᆫ데', '오늘', '떡', '한', '번', '치', '시', 'ᆯ래요', '?']","가슴,컵,떡"
64,"님아, 어머니 몸 파실 돈으로 컴터나 장만하세요 ㅋㅋ",2,"['님', '아', ',', '어머니', '몸', '팔', '시', 'ᆯ', '돈', '으로', '컴터', '나', '장만', '하', '세요', 'ㅋㅋ']",팔
65,하긴 어머니 몸도 좀 팔 수 있지 뭐,2,"['하긴', '어머니', '몸', '도', '좀', '팔', 'ᆯ', '수', '있', '지', '뭐']",팔
66,님 어머님 몸캠도 찍었습니다,2,"['님', '어머님', '몸캠', '도', '찍', '었', '습니다']",몸캠
67,니년 엄마랑 딸이랑 해서 포썸 하고 싶으니까 건들지마,2,"['니', '년', '엄마', '랑', '딸', '이랑', '하', '어서', '포썸', '하', '고', '싶', '으니까', '건들', '지', '말', '어']",포썸
68,와 진짜 예쁘네 내 아랫도리가 불끈불끈해지네,2,"['와', '진짜', '예쁘', '네', '나', '의', '아랫도리', '가', '불끈불끈', '하', '어', '지', '네']","아랫도리,불끈불끈"
69,울집앞에 여고있는데 룸나무들이 잔뜩임~,2,"['울', '집', '앞', '에', '여고', '있', '는', '데', '룸', '나무', '들', '이', '잔뜩', '임', '~']","룸,나무,룸나무"
70,ㄴㄴ 이미 색기가 미쳤음 재능충들임,2,"['ㄴㄴ', '이미', '색', '기', '가', '미치', '었', '음', '재능', '충', '들이', 'ᆷ']","색,기,색기"
71,따 먹히고 싶어서 안달난 애들 같네,2,"['따', '어', '먹히', '고', '싶', '어서', '안달', '나', 'ᆫ', '애', '들', '같', '네']","따,먹히"
72,한녀는 일상에선 안 그러는데 넷상에서 벗고 보여주는 이유가 뭘까?,2,"['한녀', '는', '일상', '에서', 'ᆫ', '안', '그러', '는', '데', '넷', '상', '에서', '벗', '고', '보이', '어', '주', '는', '이유', '가', '뭐', '이', 'ᆯ까', '?']","벗,벗고"
73,오피녀 하나 바로 배송 간다 지금 ㅋㅋ,2,"['오피녀', '하나', '바로', '배송', '가', 'ᆫ다', '지금', 'ㅋㅋ']",오피녀
74,"왜?ㅋㅋ 그런게 있어야 OO도 할맛이 나지. 여자들은 돈도 벌고, 우리는 꼴려서 자기 위로도 하고 얼마나 좋아.",2,"['왜', '?', 'ㅋㅋ', '그런', '것', '이', '있', '어야', 'OO', '도', '하', 'ᆯ', '맛', '이', '나', '지', '.', '여자', '들', '은', '돈', '도', '벌', '고', ',', '우리', '는', '꼴리', '어서', '자기', '위로', '도', '하', '고', '얼마나', '좋', '어', '.']","꼴리,꼴리어서,자기,위로,자기위로"
75,ㅇㅈ. 와 어제도 여자OO 보는데 하얀 빵뎅이에 내꺼 비비고 싶은거 참느라 뒤지는 줄 ㅋㅋ,2,"['ㅇㅈ', '.', '와', '어제', '도', '여자', 'OO', '보', '는', '데', '하얗', '은', '빵뎅이', '에', '내꺼', '비비', '고', '싶', '은', '거', '참', '느라', '뒤지', '는', '줄', 'ㅋㅋ']","빵뎅이,빵댕이,비비"
76,ㄹㅇ 엉덩이 큰 여자들이 가터벨트 입으면 신세계임.,2,"['ㄹㅇ', '엉덩이', '크', 'ᆫ', '여자', '들', '이', '가터', '벨트', '입', '으면', '신세계', '이', 'ᆷ', '.']","엉덩이,가터,벨트,가터벨트"
77,그런 여자가 내 옆에 있으면 바로 코박죽한다 ㅋㅋ,2,"['그런', '여자', '가', '나', '의', '옆', '에', '있', '으면', '바로', '코박죽', '하', 'ᆫ다', 'ㅋㅋ']",코박죽
78,여동생 방에서 딜도 찾음ㅋㅋ 이련 혼자즐기지 말고 오라버니가 한번 왕잣탱이로 혼내줘야겠네,2,"['여동생', '방', '에서', '딜도', '찾', '음', 'ㅋㅋ', '이련', '혼자', '즐기', '지', '말', '고', '오라버니', '가', '한', '번', '왕잣탱이로', '혼내', '어', '주', '어야', '겠', '네']","딜도,왕잣탱이로,왕잣탱이,왕자지"
79,근데 이 년이 절정에서 신음소리 내면서 오빠를 부르는거야.,2,"['근데', '이', '년', '이', '절정', '에서', '신음', '소리', '내', '면서', '오빠', '를', '부르', '는', '거', '이', '야', '.']","절정,신음,신음소리"
80,넌 이게 왜궁금했냐 갈꺼면 뷰지 보여주고가,2,"['너', 'ᆫ', '이것', '이', '왜', '궁금하', '었', '냐', '가', 'ᆯ', '꺼', '이', '면', '뷰지', '보이', '어', '주', '고', '가', '어']","뷰지,보지"
81,서브 오기 전에 쌀 자신 있는데.,2,"['서브', '오', '기', '전', '에', '쌀', '자신', '있', '는', '데', '.']","쌀,싸다"
82,저 여자 다리 개꼴리게 생겼는데 한 번 만져볼까?,2,"['저', '여자', '다리', '개', '꼴리', '게', '생기', '었', '는', '데', '한', '번', '만지', '어', '보', 'ᆯ까', '?']","꼴리,꼴리게"
83,감방 가더라도 내 똘똘이 만족은 시켜줘야겠어,2,"['감방', '가', '더라도', '나', '의', '똘똘이', '만족', '은', '시키', '어', '주', '어야', '겠', '어']",똘똘이
84,취업해서 여직원 동료 성추행하고 감방갈거 같은데?,2,"['취업', '하', '어서', '여직원', '동료', '성추행', '하', '고', '감방', '가', 'ᆯ', '거', '같', '은데', '?']",성추행
85,여자는 무엇보다 물 많은 게 최고야,2,"['여자', '는', '무엇', '보다', '물', '많', '은', '것', '이', '최고', '야']",물
86,ㄹㅇ 씨받이들인 거 모르나,2,"['ㄹㅇ', '씨받이', '들이', 'ᆫ', '거', '모르', '나']",씨받이
87,발정난 놈 마냥 하루에 딸을 세 번 쳐대니까 그런 거 아냐,2,"['발정', '나', 'ᆫ', '놈', '마냥', '하루', '에', '딸', '을', '세', '번', '치', '어', '대', '니까', '그런', '거', '알', '냐']","발정,딸"
88,어제 먹은 애 완전 쫄깃했다,2,"['어제', '먹', '은', '애', '완전', '쫄깃하', '었', '다']","쫄깃하,쫄깃,먹"
89,여자애들 시기질투 때문에 남자얘들이 더편하다고는 하는데 ㅈㄴ 박히고싶어서 안달난 년들임,2,"['여자', '애', '들', '시기', '질투', '때문', '에', '남자', '얘', '들', '이', '더', '편하', '다고', '는', '하', '는', '데', 'ㅈㄴ', '박히', '고', '싶', '어서', '안달', '나', 'ᆫ', '년', '들', '이', 'ᆷ']",박히
90,걔네들이 남자맛 못잊어서 업소에서 일하잖아 ㅋㅋ,2,"['걔', '네', '들', '이', '남자', '맛', '못', '잊', '어서', '업소', '에서', '일', '하', '지', '않', '어', 'ㅋㅋ']","업소,싸,게,싸게"
91,야 당연히 쥬지보다는 뷰지가 훨씬 낫지.,2,"['야', '당연히', '쥬지', '보다', '는', '뷰지', '가', '훨씬', '낫', '지', '.']","쥬지,자지,뷰지,보지"
92,걔들은 레즈비언이라 남혐 전파시켜서 같은 여자들 한 번 따먹어 보려는 게 목적이라 그런가 보네,2,"['걔', '들', '은', '레즈비언', '이', '라', '남혐', '전파', '시키', '어서', '같', '은', '여자', '들', '한', '번', '따', '어', '먹', '어', '보', '려는', '것', '이', '목적', '이', '라', '그렇', '은가', '보', '네']","레즈비언,따,따먹"
93,아님 걔넨 정신만 순결하고 육체는 음란해 ㅋㅋㅋ,2,"['아님', '걔', '네', 'ᆫ', '정신', '만', '순결', '하', '고', '육체', '는', '음란', '하', '어', 'ㅋㅋㅋ']",음란
94,늙은 할배한테 다리벌린 저자식도 제정신이냐,2,"['늙', '은', '할배', '한테', '다리', '벌리', 'ᆫ', '저', '자식', '도', '저', '의', '정신', '이', '냐']","벌리,다리벌린"
95,네 얼굴에서는 보릉내가 진동을 함,2,"['너', '의', '얼굴', '에서', '는', '보릉내', '가', '진동', '을', '하', 'ᆷ']",보릉내
96,와 얘 가슴좀봐봐 ㅋㅋ 뒤지네 페미들이 공격하는 이유가 있네,2,"['와', '얘', '가슴', '좀', '보', '어', '보', '어', 'ㅋㅋ', '뒤지', '네', '페미', '들', '이', '공격', '하', '는', '이유', '가', '있', '네']",가슴
97,반질반질한 놈들한테 빨리면 더 특별한가,2,"['반질반질', '하', 'ᆫ', '놈', '들', '한테', '빨리', '면', '더', '특별', '하', 'ᆫ가']",빨리
98,나는 저런 여자 줘도 안 먹을 것 같애.,2,"['나', '는', '저런', '여자', '주', '어도', '안', '먹', '을', '것', '같', '애', '.']","먹,먹을"
99,저런 여자라도 주면 나는 먹는다,2,"['저러', 'ᆫ', '여자', '이', '라도', '주', '면', '나', '는', '먹', '는', '다']","먹,먹는다"
100,80살 노인네 쥬지도 벌떡 세우겠는데?,2,"['80', '살', '노인', '네', '쥬지', '도', '벌떡', '세우', '겠', '는데', '?']","쥬지,자지,벌떡"
101,실제로 떡치기도 쉽고 최선을 다해서 떡치는 애들도 많음.,2,"['실제로', '떡', '치', '기', '도', '쉽', '고', '최선', '을', '다하', '어서', '떡', '치', '는', '애', '들', '도', '많', '음', '.']","떡,치,떡치기도,떡치는"
102,"단점이라면, 처녀는 없고, 많이 굴렀을 수도 있다는 거.",2,"['단점', '이', '라면', ',', '처녀', '는', '없', '고', ',', '많이', '구르', '었', '을', '수', '도', '있', '다는', '거', '.']",처녀
103,꼴리면 바로 차에 태워서 떡ㄱㄱ,2,"['꼴리', '면', '바로', '차', '에', '태우', '어서', '떡', 'ㄱㄱ']","꼴리,떡"
104,와 이정도면 가슴을 떼는게 아니라 밑에를 뗐어야 되는거 아닌가?,2,"['와', '이', '정도', '이', '면', '가슴', '을', '떼', '는', '것', '이', '아니', '라', '밑', '에', '를', '떼', '었', '어야', '되', '는', '거', '아니', 'ᆫ가', '?']",가슴
105,소추한남이 오늘도 나대네,2,"['소추', '하', 'ᆫ', '남', '이', '오늘', '도', '나대네']",소추
106,가려야 할 데를 안 가리는 게 매춘부의 비즈니스 복장이야.,2,"['가리', '어야', '하', 'ᆯ', '데', '를', '안', '가리', '는', '것', '이', '매춘부', '의', '비즈니스', '복장', '이', '야', '.']",매춘부
107,남정네들 왜 다 튀어와서 풀발하는데?,2,"['남정네', '들', '왜', '다', '튀', '어', '오', '어서', '풀', '발', '하', '는', '데', '?']","풀,발,풀발"
108,그래도 미자 먹어서 좋긴 했겠다 ㅎㅎ,2,"['그래도', '미자', '먹', '어서', '좋', '기', 'ᆫ', '하', '었', '겠', '다', 'ㅎㅎ']","먹,먹어서"
109,오빠 제 엉덩이에 박아주세요.,2,"['오빠', '저', '의', '엉덩이', '에', '박', '어', '주', '세요', '.']","엉덩이,박,박어"
110,엉덩이 흔들고 다리 쩍 벌리고 어쩌라는 건지...,2,"['엉덩이', '흔들', '고', '다리', '쩍', '벌리', '고', '어쩌', '라는', '거', '이', 'ᆫ지', '...']","엉덩이,쩍,벌리"
111,휴가 맞춰서 남자들한테 대주는 거지 뭐,2,"['휴가', '맞추', '어서', '남자', '들', '한테', '대', '어', '주', '는', '거', '이', '지', '뭐']","대,대주는"
112,남군들 씨받이 개념이네?ㅋㅋ,2,"['남군', '들', '씨받이', '개념', '이', '네', '?', 'ㅋㅋ']",씨받이
113,막 벌리는 애들이 워낙 많긴 하다,2,"['ㅇㅈ', 'OO', 'ㅋㅋ', '막', '벌리', '는', '애', '들', '이', '워낙', '많', '기', 'ᆫ', '하', '다']",벌리.벌리는
114,그냥 쥬지가 좋다고 말을 하면 얼굴에다 듬뿍 싸줄 수 있는데,2,"['그냥', '쥬지', '가', '좋', '다고', '말', '을', '하', '면', '얼굴', '에다', '듬뿍', '싸', '어', '주', 'ᆯ', '수', '있', '는', '데']","쥬지,자지,듬뿍,싸,싸줄"
115,잘 몰라서 그렇지 저런 옷이 더 존꼴임,2,"['잘', '모르', '어서', '그렇', '지', '저런', '옷', '이', '더', '졸', 'ᆫ', '꼴', '이', 'ᆷ']","졸,꼴,존꼴"
116,2022 SS까지 풀발기 대기중,2,"['2022', 'SS', '까지', '풀', '발기', '대기', '중']","풀,발기,풀발기"
117,한녀들이랑 사귀는 것보다 오피가 싸게 먹히지.,2,"['한녀', '들', '이랑', '사귀', '는', '것', '보다', '오피', '가', '싸', '게', '먹히', '지', '.']",오피
118,오피녀들이랑 하면 비위맞춰줄 필요도 없는데.,2,"['오피녀', '들', '이랑', '하', '면', '비위', '맞추', '어', '주', 'ᆯ', '필요', '도', '없', '는', '데', '.']",오피녀
119,여자들은 자박꼼이니까 명심해 ㅎㅎ,2,"['여자', '들', '은', '자박꼼', '이', '니까', '명심', '하', '어', 'ㅎㅎ']",자박꼼
120,계집들 몸뚱아리 보여주고 싶어 안달이네,2,"['계집', '들', '몸뚱아리', '보이', '어', '주', '고', '싶', '어', '안달', '이', '네']",몸뚱아리
121,음탕한 건 자기들이면서 왜 남자들을 잠재적 범죄자 취급하는 거야?,2,"['음탕', '하', 'ᆫ', '거', 'ᆫ', '자기', '들', '이', '면서', '왜', '남자', '들', '을', '잠재', '적', '범죄자', '취급', '하', '는', '거', '이', '야', '?']","음탕,음탕한"
122,그런 애들은 존잘 선배한테 따먹히는 게 국룰이지.,2,"['그런', '애', '들', '은', '존자', 'ᆯ', '선배', '한테', '따', '어', '먹히', '는', '것', '이', '국룰', '이', '지', '.']","따,먹히,따먹히는"
123,인정 걸레 같은 년들만 있어서 그런가 딱딱해짐,2,"['인정', '걸', 'ᆯ', '레', '같', '은', '년', '들', '만', '있', '어서', '그렇', 'ᆫ가', '질라', '것', '이', '딱딱', '하', '어', '지', 'ᆷ']","걸레,딱딱"
124,현실 한녀들이랑 비슷하려나? 오늘도 찾아보고 한발 뽑고 자야겠누,2,"['현실', '한녀', '들', '이랑', '비슷', '하', '려나', '?', '오늘', '도', '찾', '어', '보', '고', '한발', '뽑', '고', '자', '어야', '겠', '누']","한발,뽑,뽑고"
125,여자는 씨받이지 뭘 더 바라? 그냥 얌전히 누워서 다리만 벌리면 돼,2,"['여자', '는', '씨받이', '이', '지', '뭐', 'ᆯ', '더', '바라', '어', '?', '그냥', '얌전히', '눕', '어서', '다리', '만', '벌리', '면', '되', '어']","씨받이,벌리,벌리면"
126,말 한번 잘했다 ㅇㅈ보이지도 않는 실자지은 왜 달고 다니는지 모르겠노!!,2,"['말', '한', '번', '잘', '하', '었', '다', 'ㅇㅈ', '보이', '지', '도', '않', '는', '실즃', '은', '왜', '달', '고', '다니', '는', '지', '모르', '겠', '노', '!!']","실즂,실자지"
127,여자가 꾸미고 이쁘면 그게 남자들 성 노리개 하는 거 밖에 도 되냐? 난 탈조선한다 나를 사랑하니깐,2,"['여자', '가', '꾸미', '고', '이쁘', '면', '그것', '이', '남자', '들', '성', '노리개', '하', '는', '거', '밖', '에', '도', '되', '냐', '?', '나', 'ᆫ', '탈조선', '하', 'ᆫ다', '나', '를', '사랑', '하', '니깐']","성,노리개,성노리개"
128,오덕들 저거 사서 집에서 혼자 상딸 치면서 물 뿌릴듯,2,"['오덕', '들', '저거', '사', '어서', '집', '에서', '혼자', '상', '딸', '치', '면서', '물', '뿌리', 'ᆯ', '듯']","상,딸,상딸"
129,요즘 밤마다 가슴 만지고 젓꼭지 빠는 상상만 해..,2,"['요즘', '밤', '마다', 'OO', '가슴', '만지', '고', '젓', '꼭지', '빠', '는', '상상', '만', '하', '어', '..']","가슴,젓,꼭지,젓꼭지"
130,동성애자들은 진짜 정신병이 있으니까 같은 성에 발정하는 거 아닐까?,2,"['동성애자', '들', '은', '진짜', '정신병', '이', '있', '으니까', '같', '은', '성', '에', '발정', '하', '는', '거', '아니', 'ᆯ까', '?']",발정
