,0,1,2,
48,야스 목적으로 그러는 건 먹버할 거니까 잠깐 잘해줄 순 있겠지,2,"['야스', '목적', '으로', '그러', '는', '거', 'ᆫ', '먹버', '하', 'ᆯ', '거', '이', '니까', '잠깐', '잘', '하', '어', '주', 'ᆯ', '수', 'ᆫ', '있', '겠', '지']","야스,"
49,근데 저거 보고 화내는 애들은 소추라 그래?,2,"['근데', '저거', '보', '고', '화', '내', '는', '애', '들', '은', '소추', '이', '라', '그렇', '어', '?']","소추,"
50,근데 내일은 꼭 죽어야지 다짐하고 아침에 눈 뜨면 딸부터 친다. 죽기 어렵다.,2,"['근데', '내일', '은', '꼭', '죽', '어야지', '다짐', '하', '고', '아침', '에', '눈', '뜨', '면', '딸', '부터', '치', 'ᆫ다', '.', '죽', '기', '어렵', '다', '.']","딸,"
51,딱봐도 의젖인데 구분도 못하냐 ㅋ 이래서 동정이란,2,"['딱', '보', '어도', '의', '젖', '이', 'ᆫ데', '구분', '도', '못', '하', '냐', 'ㅋ', '이렇', '어서', '동정', '이란']","의젖,젖,"
52,한번 박아보고 싶다ㅋㅋㅋ,2,"['한번', '박', '어', '보', '고', '싶', '다', 'ㅋㅋㅋ']","박어,"
53,밤마다 어린 애 끼고 빨고 주무르고 별짓 다하면서,2,"['밤', '마다', '어리', 'ᆫ', '애', '끼', '고', '빨', '고', '주무르', '고', '별', '짓', '다', '하', '면서']","빨고,"
54,풍선 쓰면 리얼하지 않아서 흥분이 안되냐?,2,"['풍선', '쓰', '면', '리얼', '하', '지', '않', '어서', '흥분', '이', '안', '되', '냐', '?']","흥분,"
55,그럼 복도 순찰하는척 하면서 객실 안에 소리 들으면 흥분되냐?,2,"['그럼', '복도', '순찰', '하', '는', '척', '하', '면서', '객실', '안', '에', '소리', '듣', '으면', '흥분', '되', '냐', '?']","흥분,"
56,오늘도 열등감에 휩싸인 피싸개가 자기소개를 하는구나.,2,"['오늘', '도', '열등감', '에', '휩싸이', 'ᆫ', '피싸개', '가', '자기', '소개', '를', '하', '는', '구나', '.']","피싸개,"
57,골뱅이 찔러줌?,2,"['골뱅이', '찔러주', 'ᆷ', '?']","골뱅이,"
58,그래서 파오후 돼지들이 바닥딸을 많이 치는거냐?,2,"['그래서', '파', '오후', '돼지', '들', '이', '바닥', '딸', '을', '많이', '치', '는', '거', '이', '냐', '?']","바닥딸,딸,"
59,저 여자 몸매 죽이지 않냐,2,"['저', '여자', '몸매', '죽이', '지', '않', '냐']","몸매,"
60,좌삼삼해버리고 싶다,2,"['좌', '삼삼', '하', '어', '버리', '고', '싶', '다']","좌삼삼,"
61,그럼 자취방에서 떡 ㅈㄴ 칠 수 있잖아,2,"['그럼', '자취방', '에서', '떡', 'ㅈㄴ', '치', 'ᆯ', '수', '있', '잖아']","떡,"
62,키는 작은데 존슨은 겁나 큼,2,"['키', '는', '작', '은데', '존슨', '은', '겁나', '크', 'ᆷ']","존슨,"
63,그 뱃살보고도 좋나? 이상성욕자 아니야? ㅋㅋㅋ,2,"['그', '뱃살', '보고', '도', '좋', '나', '?', '이상', '성욕자', '아니', '야', '?', 'ㅋㅋㅋ']","이상성욕,"
64,진짜 억지로 따먹어 버리고 싶은 말만 하네,2,"['진짜', '억지로', '따먹', '어', '버리', '고', '싶', '은', '말', '만', '하', '네']","따먹,따먹어,따먹다,"
65,겨드랑이 개꼴리게하네,2,"['겨드랑이', '개', '꼴리', '게', '하', '네']","개꼴리,꼴리,"
66,저런애들은 이미 따먹혔겠지,2,"['저런', '애', '들', '은', '이미', '따', '어', '먹히', '었', '겠', '지']","따,따먹히,"
67,어린 게 하고 다니는 꼬라지 보니 크면 딱 화류계 삘이다,2,"['어리', 'ᆫ', '것', '이', '하', '고', '다니', '는', '꼬라지', '보', '니', '크', '면', '딱', '화류', '계', '삘', '이', '다']","화류,화류계,"
68,그럼 내가 그 업소 찾아가야지 ㅋㅋㅋ,2,"['그럼', '나', '가', '그', '업소', '찾아가', '어야지', 'ㅋㅋㅋ']","업소,"
69,야동이나 불법 다운로드 해서 봐라,2,"['야동', '이나', '불법', '다운로드', '하', '어서', '보', '어라']","야동,"
70,그런게 왜 필요해 내 꼬튜가는 길에 방해만 되거든?,2,"['그런', '것', '이', '왜', '필요', '하', '어', '나', '의', '꼬튜가', '는', '길', '에', '방해', '만', '되', '거든', '?']","꼬튜,"
71,결국 당한 애들이 나중에 더 문란해진다는 게 맞는 건가.,2,"['결국', '당하', 'ᆫ', '애', '들', '이', '나중', '에', '더', '문란', '하', '어', '지', 'ᆫ다는', '것', '이', '맞', '는', '거', '이', 'ᆫ가', '.']","문란,"
72,아나운서도 몸파는직업임,2,"['아나운서', '도', '몸', '팔', '는', '직업', '이', 'ᆷ']","몸파는,몸팔,"
73,쭉빵이들 구격하러?,2,"['쭉', '빵', '이', '들', '구', '격하', '러', '?']","쭉빵,"
74,이제 한물갔으니까 텐프로나 가서 굴렀으면 좋겠다. 나도 연예인 한번 먹어보게.,2,"['이제', '한물가', '었', '으니까', '텐프로', '나', '가', '어서', '구르', '었', '으면', '좋', '겠', '다', '.', '나', '도', '연예인', '한', '번', '먹', '어', '보', '게', '.']","텐프로,"
75,나 이제 아무나랑 함뜨하고 걍 막살어 ㅋ 에이즈 걸릴지도,2,"['나', '이제', '아무', '나', '랑', '함뜨', '하', '고', '걍', '막', '살', '어', 'ㅋ', '에이즈', '걸리', 'ᆯ지', '도']","함뜨,"
76,일단 젖은 기본으로 깜,2,"['일단', '젖', '은', '기본', '으로', '까', 'ᆷ']","젖,"
77,꼭지도 까는 애들 있던데,2,"['꼭지', '도', '까', '는', '애', '들', '있', '던데']","꼭지,"
78,죽고 싶거나 따먹히고 싶은거지 생각이 있으면 가겠냐,2,"['죽', '고', '싶', '거나', '따', '어', '먹히', '고', '싶', '은', '거', '이', '지', '생각', '이', '있', '으면', '가', '겠', '냐']","따먹히,따먹,"
79,룸망주들 미래니까 놔둬 ㅋㅋㅋ,2,"['룸', '망', '주', '들', '미래', '이', '니까', '놔두', '어', 'ㅋㅋㅋ']","룸망주,"
80,"부모가 없거나, 자라서 몸 파는 직업 갖고 살겠지 뭐",2,"['부모', '가', '없', '거나', ',', '자라', '어서', '몸', '팔', '는', '직업', '갖', '고', '살', '겠', '지', '뭐']","몸 파는,"
81,쪼이는 기술이 장난이 아냐.,2,"['쪼이', '는', '기술', '이', '장난', '이', '알', '냐', '.']","쪼이,"
82,와 니 소세지는 코에 넣어도 여분의 공간 엄청 남겠다 어떻게 자라면 그렇게 작냐? 바늘인데?,2,"['와', '니', '소세지', '는', '코', '에', '넣', '어도', '여분', '의', '공간', '엄청', '남', '겠', '다', '어떻', '게', '자라', '면', '그렇', '게', '작', '냐', '?', '바늘', '이', 'ᆫ데', '?']","소시지,"
83,OO 얘는 400으로 여캠 따먹는 거 실패하고 사과도 제대로 안하고 복귀했네,2,"['OO', '얘', '는', '400', '으로', '여캠', '따', '어', '먹', '는', '거', '실패', '하', '고', '사과', '도', '제대로', '안', '하', '고', '복귀', '하', '었', '네']","따먹,"
84,성노리개는 자랑이냐? ㅋㅋ,2,"['성', '노리개', '는', '자랑', '이', '냐', '?', 'ㅋㅋ']","성노리개,"
85,그만대줘라 다 헐겠다,2,"['그만', '대', '어', '주', '어라', '다', '헐', '겠', '다']","대어주어라,대주다,"
86,너는 가슴이 그렇게 작아서 어떻게 살아 가냐?,2,"['너', '는', '가슴', '이', '그렇게', '작', '어서', '어떻', '게', '살', '어', '가', '냐', '?']","가슴,"
87,ㅋㅋㅋ 그 사람 아다아니야?,2,"['ㅋㅋㅋ', '그', '사람', '아', '다', '아니', '야', '?']","아다,"
88,시위대에 꼬X에 40mm 충격탄 갈겨버렸노 ㅋㅋㅋ,2,"['시위대', '에', '꼬', 'X', '에', '40', 'mm', '충격', '탄', '갈기', '어', '버리', '었', '노', 'ㅋㅋㅋ']","꼬추,"
89,관상이 야밤에 돌려먹는 육변기 같은데?,2,"['관상', '이', '야밤', '에', '돌리', '어', '먹', '는', '육', '변기', '같', '은데', '?']","육변기,"
90,하긴 색기 줄줄 흐르는 게 남자 좋아할 상이긴 하다.,2,"['하긴', '색', '기', '줄줄', '흐르', '는', '것', '이', '남자', '좋아하', 'ᆯ', '상', '이', '기', 'ᆫ', '하', '다', '.']","색기,"
91,정확히는 남자가 아니라 남자 아랫돌이를 좋아하겠지.,2,"['정확히', '는', '남자', '가', '아니', '라', '남자', '아랫돌', '이', '를', '좋아하', '겠', '지', '.']","아랫도리,"
92,잘 생각했다 보슬아치들 하는 꼬라지 너무 역겨워,2,"['잘', '생각', '하', '었', '다', '보슬아치', '들', '하', '는', '꼬라지', '너무', '역겹', '어']","보슬아치,"
93,와... 실화? 완전 룸린이네 ㅋㅋㅋㅋ,2,"['와', '...', '실화', '?', '완전', '룸린이네', 'ㅋㅋㅋㅋ']","룸린이,"
94,엉덩이 흔드는 거 꼬시는 거 아니냐?,2,"['엉덩이', '흔들', '는', '거', '꼬시', '는', '거', '아니', '냐', '?']","엉덩이,"
95,니엄마 까마귀한테 사정당해서 낳은게 너잖음 ㅋㅋ,2,"['니', '엄마', '까마귀', '한테', '사정', '당하', '어서', '낳', '은', '것', '이', '너잖음', 'ㅋㅋ']","사정,"
96,"저번에 보고 진짜 개꼴려서, 야동 같이 그대로 덮치고 싶더라",2,"['저번', '에', '보', '고', '진짜', '개', '꼴리', '어서', ',', '야동', '같이', '그대로', '덮치', '고', '싶', '더라']","야동,덮치,"
97,그런걸 쳐물어보나 체위도 물어볼 샛기네,2,"['그런', '거', 'ᆯ', '치', '어', '물어보', '나', '체위', '도', '물어보', 'ᆯ', '샛기네']","체위,"
98,모텔을 가야지 왜 동물원을 가누........서로 간보는중인가?,2,"['모텔', '을', '가', '어야지', '왜', '동물원', '을', '가', '누', '........', '서로', '간', '보', '는', '중', '이', 'ᆫ가', '?']","모텔,"
99,여자는 빨통이 커야 제맛이지,2,"['여자', '는', '빨통', '이', '크', '어야', '제맛', '이', '지']","빨통,"
100,저 여자는 어떤 행동을 해도 섹시하네,2,"['저', '여자', '는', '어떤', '행동', '을', '하', '어도', '섹시하', '네']","섹시,"
101,모태 섹시인가봐,2,"['모태', '섹시', '이', 'ᆫ가', '보', '어']","섹시,"
102,가랑이를 벌리고 싶네,2,"['가랑이', '를', '벌리', '고', '싶', '네']","가랑이,"
103,쟤는 부모가 콘돔 없이 성관계 해서 계획도 없이 태어난 애잖아 ㅋㅋㅋ,2,"['쟤', '는', '부모', '가', '콘돔', '없이', '성관계', '하', '어서', '계획', '도', '없이', '태어나', 'ᆫ', '애', '이', '잖아', 'ㅋㅋㅋ']","성관계,"
104,쟤는 랩도 못 하면서 뭐 한다고 OO 기어 나옴? 집구석에서 딸이나 치지..,2,"['쟤', '는', '랩', '도', '못', '하', '면서', '뭐', '하', 'ᆫ다고', 'OO', '기', '어', '나오', 'ᆷ', '?', '집구석', '에서', '딸', '이나', '치', '지', '..']","딸,"
105,넌 부모님 좋아하니까 어버이날 기념 근친이나 즐기세요.,2,"['너', 'ᆫ', '부모', '님', '좋', '어', '하', '니까', '어버이날', '기념', '근친', '이나', '즐기', '세요', '.']","근친,"
106,"설마 했는데 진짜 화류계에서 일해? 엄청 발끈하네. 그것도 뭐 나름 직업인데 자부심을 가져, 몸파는 게 부끄러워? ㅋㅋㅋ",2,"['설마', '하', '었', '는데', '진짜', '화류', '계', '에서', '일', '하', '어', '?', '엄청', '발끈', '하', '네', '.', '그것', '도', '뭐', '나름', '직업', '이', 'ᆫ데', '자부심', '을', '가지', '어', ',', '몸', '팔', '는', '것', '이', '부끄럽', '어', '?', 'ㅋㅋㅋ']","화류계,몸파,"
107,가슴이 빨기 좋게 생겼네,2,"['가슴', '이', '빨', '기', '좋', '게', '생기', '었', '네']","가슴,빨,"
108,넌 여자애가 그렇게 짧은 치마 입고 술집 가서 몸 팔려고 하냐? ㅋㅋㅋ,2,"['너', 'ᆫ', '여자', '애', '가', '그렇', '게', '짧', '은', '치마', '입', '고', '술집', '가', '어서', '몸', '팔', '려고', '하', '냐', '?', 'ㅋㅋㅋ']","몸팔려,"
109,걔같은 흙수저는 돈이라면 몸도 팔 걸?,2,"['걔', '같', '은', '흙수저', '는', '돈', '이', '라면', '몸', '도', '팔', 'ᆯ', '거', 'ᆯ', '?']","몸,팔,"
110,그럼 하나님도 딸랑이가 있겠네?ㅋㅋㅋ,2,"['그럼', '하나님', '도', '딸랑이', '가', '있', '겠', '네', '?', 'ㅋㅋㅋ']","딸랑이,"
111,저 양녀 보니까 임신시켜버리고 싶다.,2,"['저', '양녀', '보', '니까', '임신', '시키', '어', '버리', '고', '싶', '다', '.']","양녀,임신시키,"
112,저런 새끈한 양녀가 너같은 소추 똥양인이랑 할 것 같냐?,2,"['저런', '새', '끈', '하', 'ᆫ', '양녀', '가', '너', '같', '은', '소추', '똥', '양인', '이랑', '하', 'ᆯ', '것', '같', '냐', '?']","새끈,"
113,초대남 하실분 ...? 셋이서 질펀하게 즐기실 분 구해요 (성병 확인 부탁드립니다),2,"['초대', '남', '하', '시', 'ᆯ', '분', '...?', '셋', '이서', '질펀', '하', '게', '즐기', '시', 'ᆯ', '분', '구하', '어요', '(', '성병', '확인', '부탁', '드리', 'ᆸ니다', ')']","초대남,질펀,"
114,본인이 제일 허벌같구 제일 성병 캐리어 같으셔요 지금,2,"['본인', '이', '제일', '허', '벌', '같', '구', '제일', '성병', '캐리어', '같', '으시', '어요', '지금']","허벌,"
115,야 함뜨하고 콘돔에 빵꾸 뚫자.,2,"['야', '함뜨', '하고', '콘돔', '에', '빵꾸', '뚫', '자', '.']","함뜨,"
116,초대남 불러서 소추에 조루인거 인증시켜줘버려,2,"['초대', '남', '부르', '어서', '소추', '에', '조루', '이', 'ᆫ', '거', '인증', '시키', '어', '주', '어', '버리', '어']","초대남,소추,조루,"
117,아 미안 ; 근데 그렇게까지 화낼 일이냐? 쨌든 사과의 의미로 왕 쭈쭈 소개해 줄게,2,"['아', '미안', ';', '근데', '그렇', '게', '까지', '화내', 'ᆯ', '일', '이', '냐', '?', '째', '었', '든', '사과', '의', '의미', '로', '왕', '쭈쭈', '소개', '하', '어', '주', 'ᆯ게']","쭈쭈,"
118,알지ㅋㅋ 네 훗장 다 뚫어버리는 글레련 들로 준비할게 십알,2,"['알', '지', 'ㅋㅋ', '네', '훗', '장', '다', '뚫', '어', '버리', '는', '글레련', '들', '로', '준비', '하', 'ᆯ', '것', '이', '십', '알']","훗장,"
119,내가 널 맛나게 핥아서 따 먹은거 빼곤?? ㅋㅋ,2,"['나', '가', '너', 'ᆯ', '맛나', '게', '핥', '어서', '따', '어', '먹', '은', '거', '빼', '곤', '??', 'ㅋㅋ']","따먹,"
120,확 끌고 가서 뒤치기 한 판 조질까?,2,"['확', '끌', '고', '가', '어서', '뒤치', '기', '한', '판', '조지', '이', 'ᆯ까', '?']","뒤치기,"
121,줄다리기하다가 뷰지들 징징대 봐라. 개망이다.,2,"['줄다리기', '하', '다가', '뷰지', '들', '징징', '대', '어', '보', '어라', '.', '개', '망', '이', '다', '.']","뷰지,"
122,OO 욕할건 뭐? 니들도 대물전남친한테 집착 쩔잖아,2,"['OO', '욕하', 'ᆯ', '거', 'ᆫ', '뭐', '?', '니', '들', '도', '대물', '전', '남친', '한테', '집착', '쩔', '잖아']","대물,"
123,할로윈 핑계로 밤새 떡칠려는 발정난 것들이나 파티 가는 거지,2,"['할로윈', '핑계', '로', '밤새', '떡칠려', '는', '발정', '나', 'ᆫ', '것', '들', '이나', '파티', '가', '는', '거지']","떡칠려,"
124,잘 할 것 같이 생겼는데 한 번 박아보고 싶다,2,"['잘', '하', 'ᆯ', '것', '같이', '생기', '었', '는데', '한', '번', '박', '어', '보', '고', '싶', '다']","박아보고,"
125,속옷 취향 까는 건 선정적이래. 속옷 까고 다리 벌린 것도 아닌데 뭐가 선정적이라는건지?,2,"['속옷', '취향', '까', '는', '거', 'ᆫ', '선정', '적', '이', '래', '.', '속옷', '까', '고', '다리', '벌리', 'ᆫ', '것', '도', '아니', 'ᆫ데', '뭐', '가', '선정', '적', '이', '라는', '거', '이', 'ᆫ지', '?']","속옷,"
126,아니 백마들은 초딩 때부터 뒤지게 섹시해,2,"['아니', '백마', '들', '은', '초딩', '때', '부터', '뒤지', '게', '섹시하', '어']","백마,"
127,SM플레이 좋아한다며? 한번 깔릴래?,2,"['SM', '플레이', '좋아하', 'ᆫ다며', '?', '한', '번', '깔리', 'ᆯ래', '?']","SM플레이,"
128,근데 내 멍멍이는 이미 충분히 많아서 너 같은 폐물은 필요없어,2,"['근데', '내', '멍멍', '이', '는', '이미', '충분히', '많', '어서', '너', '같', '은', '폐물', '은', '필요', '없', '어']","폐물,"
129,세울 아래도 없는 주제에 날 까?,2,"['세우', 'ᆯ', '아래', '도', '없', '는', '주제', '에', '나', 'ᆯ', '까', '어', '?']","아래,"
130,짱깨 남자들한테 몸 팔고 다니는 것들 수준이네 딱,2,"['짱깨', '남자', '들', '한테', '몸', '팔', '고', '다니', '는', '것', '들', '수준', '이', '네', '딱']","몸팔,"
131,나 오늘 백화점 갔다가 미시 가슴 봤음,2,"['나', '오늘', '백화점', '가', '었', '다가', '미시', '가슴', '보', '었', '음']","미시,가슴,"
132,살짝 숙일 때 가슴골도 다 보이더라,2,"['살짝', '숙이', 'ᆯ', '때', '가슴골', '도', '다', '보이', '더라']","가슴골,"
133,간만에 여자 가슴도 다 보고 눈호강했겠네,2,"['간만에', '여자', '가슴', '도', '다', '보', '고', '눈', '호강', '하', '었', '겠', '네']","가슴,"
