,0,1,2,
10,Àú·±½ÄÀ¸·Î ½Ï¼ö°¡ ³ë¶õ¾ÖÀÚ½ÄµéÀº »¡¸® Á¤½Å¸Ó¸® ¶â¾î °íÃÄ¾ßµÅ,1,"['Àú·±', '½Ä', 'À¸·Î', '½Ï¼ö', '°¡', '³ë¶þ', 'Àº', '¾Ö', 'ÀÚ½Ä', 'µé', 'Àº', '»¡¸®', 'Á¤½Å', '¸Ó¸®', '¶â', '¾î', '°íÄ¡', '¾î¾ß', 'µÇ', '¾î']","½Ï¼ö,ÀÚ½Ä,"
11,¸¾ÃæÀÚ½Äµé ¾ÖÀÚ½Äµé ±³À°ÀÌ³ª ¶È¹Ù·Î ÇÒ°ÍÀÌÁö ÇÏ¿©Æ° ´ë±¼Åë´Â Àå½ÄÀÌ¾ß ¾ÆÁÖ,1,"['¸¾Ãæ', 'ÀÚ½Ä', 'µé', '¾Ö', 'ÀÚ½Ä', 'µé', '±³À°', 'ÀÌ³ª', '¶È¹Ù·Î', 'ÇÏ', '?', '°Í', 'ÀÌ', 'Áö', 'ÇÏ¿©Æ°', '´ë±¸', '?', 'Åë', '´Â', 'Àå½Ä', 'ÀÌ¾ß', '¾ÆÁÖ']","¸¾Ãæ,"
12,³Êµµ ÇÑ¹ø ÃÄ¸Â¾Æº¼·¡?,1,"['³Ê', 'µµ', 'ÇÑ', '¹ø', 'Ä¡', '¾î', '¸Â', '¾î', 'º¸', '?·¡', '?']","Ä¡,¾î,¸Â,ÃÄ¸Â,"
13,¤»¤» °× ¸øÇÏ¸é Á®¾ßÁö ¹ú¾îÁö¾ß ¤»¤»,1,"['¤»¤»', '°×', '¸ø', 'ÇÏ', '¸é', 'Áö', '¾î¾ßÁö', '¹ú¾îÁö', '¾ß', '¤»¤»']","¹ú¾îÁö,¹ö·¯Áö,"
14,¹¹·¡ 1´ë1 ¶ã·¡ ? ÇöÇÇ ¶ß¸é ±×³É ¹Ù·Î Àæ¹äÀÎµ¥ ¾Æ°¡¸® ÅÍ³ë,1,"['¹¹', 'ÀÌ', '·¡', '1', '´ë', '1', '¶ß', '?·¡', '?', 'ÇöÇÇ', '¶ß', '¸é', '±×³É', '¹Ù·Î', 'Àæ¹ä', 'ÀÌ', '?µ¥', 'a', '¤¿', '°¡¸®', 'ÅÍ³ë']","Àæ¹ä,Á¿¹ä,¾Æ°¡¸®,"
15,»ó»ç ÁøÂ¥ °³ºýÄ¡Áö ¾Ê³Ä,1,"['»ó»ç', 'ÁøÂ¥', '°³ºý', 'Ä¡', 'Áö', '¾Ê', '³Ä']","°³ºý,"
16,¾ÖÈÞ... °Á ´ÄÀº»û±âµéÀº ´«Ä¡²¯ Á» »¡¸® ÀÚ»ìÇÏµç°¡ µÚÁöµç°¡ ÇÏÁö ½Ã¹ß...,1,"['¾ÖÈÞ', '...', '°Á', '´Ä', 'Àº', '»û', '±â', 'µé', 'Àº', '´«Ä¡²¯', 'Á»', '»¡¸®', 'ÀÚ»ì', 'ÇÏ', 'µç°¡', 'µÎ', '¤Ó', 'ÀÌ', 'Áö', 'µç°¡', 'ÇÏÁö', '½Ã', '1', '¹ß', '...']","»û,±â,»õ³¢,ÀÚ»ì,µÚ,Áö,½Ã¹ß,"
17,Áö°¡ Á÷Á¢ ´çÇØ¼­ ÆÈ ÇÏ³ª Àß·ÁºÁ¾ß Á¤½ÅÀ» Â÷¸®Áö,1,"['Áö', '°¡', 'Á÷Á¢', '´çÇÏ', '¾î¼­', 'ÆÈ', 'ÇÏ³ª', 'Àß¸®', '¾î', 'º¸', '¾î¾ß', 'Á¤½Å', 'À»', 'Â÷¸®', 'Áö']","Àß¸®,Àß·Á,"
18,¹èÀÓÁË¸¦ ¹¯´Âµ¥ È¾·ÉÁË·Î ´äÇÏ´Â ºØ½Å. ¤»¤»¤»,1,"['¹èÀÓÁË', '¸¦', '¹¯', '´Â', 'µ¥', 'È¾·ÉÁË', '·Î', '´ä', 'ÇÏ', '´Â', 'ºØ½Å', '.', '¤»¤»¤»']","ºØ½Å,"
19,°¡¸¸È÷ º¸¸é OOÀÌ ´õ ¹«¼­¿î ³âÀÌ¾ß.,1,"['°¡¸¸È÷', 'º¸', '¸é', 'OO', 'ÀÌ', '´õ', '¹«¼·', 'Àº', '³â', 'ÀÌ', '¾ß', '.']","³â,"
20,°ú´ë ±¤°í ÇÏ´Â ¾ç½É ¾ø´Â ¾²·¹±â ¤µ¤¢µéÀº ´ëÃ¼ ¿Ö »ç³Ä?,1,"['°ú´ë', '±¤°í', 'ÇÏ', '´Â', '¾ç½É', '¾ø', '´Â', '¾²·¹±â', '¤µ¤¢', 'µé', 'Àº', '´ëÃ¼', '¿Ö', '»ç', '³Ä', '?']","¾²·¹±â,"
21,Á¦´ë·Î µÈ ³ð ÇÏ³ª ¾ø´Â Áö±Ý Á¤ºÎ ½Ï´Ù ¸ð°¡Áö ÇØ¾ß ÇÑ´Ù!,1,"['Á¦´ë·Î', 'µÇ', '?', '³ð', 'ÇÏ³ª', '¾ø', '´Â', 'Áö±Ý', 'Á¤ºÎ', '½Ï', '´Ù', '¸ð°¡Áö', 'ÇÏ', '¾î¾ß', 'ÇÏ', '?´Ù', '!']","¸ð°¡Áö,"
22,ÀÌ°Ô ¹º °³Ç®¶â¾î¸Ô´Â ¼Ò¸®³Ä?,1,"['ÀÌ°Í', 'ÀÌ', '¹º', '°³', 'Ç®', '¶â¾î¸Ô', '´Â', '¼Ò¸®', 'ÀÌ', '³Ä', '?']","°³,Ç®,"
23,°¢µµ·Î ºÃÀ» ¶§ ¸Ó¸®ÅëÀÌ ¹ÙÄû¹ØÀ¸·Î ±ò¸°°Í °°Àºµ¥?,1,"['°¢µµ', '·Î', 'º¸', '¾ú', 'À»', '¶§', '¸Ó¸®Åë', 'ÀÌ', '¹ÙÄû', '¹Ø', 'À¸·Î', '±ò¸®', '?', '°Í', '°°', 'Àºµ¥', '?']","¸Ó¸®Åë,"
24,±×³É ³ª´ëÁö¸»°í ÀÓ±â³¡³¯¶§±îÁö ¾Æ~~~¹«°Íµµ ÇÏÁö¸»°í ÀÔ´ÚÄ¡°í °¡¸¸È÷ÀÖ¾îÁÖ¶ó,1,"['±×³É', '³ª´ë', 'Áö', '¸»', '°í', 'ÀÓ±â', '³¡³ª', '?', '¶§', '±îÁö', '¾Æ', '~~~', '¹«', '°Í', 'µµ', 'ÇÏ', 'Áö', '¸»', '°í', 'ÀÔ', '´ÚÄ¡', '°í', '°¡¸¸È÷', 'ÀÖ', '¾î', 'ÁÖ', '¶ó']","³ª´ë,´ÚÄ¡,"
25,Çæ¤»¤» ±Ùµ¥ °ú°Å ÀãÃ¢³µ´Âµ¥ ¹º ÀÚ½Å°¨À¸·Î °¨? ¾ç½É¸®½º³× ±×·Ãµµ,1,"['Çæ', '¤»¤»', '±Ùµ¥', '°ú°Å', 'Àã', 'Ã¢', '³ª', '¾ú', '´Âµ¥', '¹º', 'ÀÚ½Å°¨', 'À¸·Î', '°¡', '?', '?', '¾ç½É', '¸®½º', '³×', '±×', '·Ã', 'µµ']","Àã,Ã¢,·Ã,"
26,Á×°í½Í³Ä?³î¸®Áö¸¶.,1,"['Á×', '°í', '½Í', '³Ä', '?', '³î¸®', 'Áö', '¸»', '¾î', '.']","Á×,Á×°í,"
27,·Î¿ìÅ± ÇÑ ´ë Â÷¼­ ´Ù¸® ºÎ·¯Æ®¸®°í ½Í³× ¤»¤»,1,"['·Î¿ì', 'Å±', 'ÇÑ', '´ë', 'Â÷', '¾î¼­', '´Ù¸®', 'ºÎ·¯Æ®¸®', 'ÀÌ', '°í', '½Í', '³×', '¤»¤»']","·Î¿ì,Å±,Â÷,ºÎ·¯Æ®¸®,"
28,³»¸»ÀÌ ³­ ÁøÂ¥ À÷ ÅÎÁÖ°¡¸® ÈÄ·ÁÄ¡°í ½Í´Ù´Ï±î,1,"['³ª', 'ÀÇ', '¸»', 'ÀÌ', '³ª', '?', 'ÁøÂ¥', 'À÷', 'ÅÎÁÖ°¡¸®', 'ÈÄ·ÁÄ¡', '°í', '½Í', '´Ù´Ï±î']","ÅÎÁÖ°¡¸®,ÈÄ·ÁÄ¡,"
29,´ëÃ¼ ±¹³»¿©ÇàÀº ¿Ö´Ù´Ï´Â°ÅÀÓ? µ·À» ¶¥¹Ù´Ú¿¡ ¹ö¸®´Â±¸¸¸ ¹ÌÄ£»õ³¢,1,"['´ëÃ¼', '±¹³»', '¿©Çà', 'Àº', '¿Ö', '´Ù´Ï', '´Â', '°Å', 'ÀÌ', '?', '?', 'µ·', 'À»', '¶¥¹Ù´Ú', '¿¡', '¹ö¸®', '´Â', '±¸', '¸¸', '¹ÔÆ¾»û±â']","¹ÌÄ£,»õ³¢,"
30,¿ÏÀü °³¾²·¹±â ÀÎ°£ÀÌ³×.,1,"['¿ÏÀü', '°³', '¾²·¹±â', 'ÀÎ°£', 'ÀÌ', '³×', '.']","¾²·¹±â,"
31,¸Ó°¡¸®¿¡ µç ¶ËÀ» ½ÎÁö¸£°í ÀÖ±¸¸¸.,1,"['¸Ó°¡¸®', '¿¡', 'µé', '?', '¶Ë', 'À»', '½ÎÁö¸£', '°í', 'ÀÖ', '±¸¸¸', '.']","¸Ó°¡¸®,´ë°¡¸®,¶Ë,½ÎÁö¸£,"
32,¤»¤» ºü¼øÀÌµé ÀÚ½ÄÀº ¿Õµû ´çÇØµµ ½Î´Ù,1,"['¤»¤»', 'ºü¼ø', 'ÀÌ', 'µé', '?', 'ÀÚ½Ä', 'Àº', '¿Õµû', '´çÇÏ', '¾îµµ', '½Î', '´Ù']","ºü¼ø,ÀÚ½Ä,¿Õµû,"
33,»ý°¢ ¾ø´Â °Íµé ´Ù ±¸µ¢ÀÌ·Î ¹Ð¾î ³Ö¾î¾ß µÅ,1,"['»ý°¢', '¾ø', '´Â', '°Í', 'µé', '´Ù', '±¸µ¢ÀÌ', '·Î', '¹Ð', '¾î', '³Ö', '¾î¾ß', 'µÇ', '¾î']","±¸µ¢ÀÌ,"
34,"ÇÐ±³ Æø·Â °¡ÇØÀÚ°¡ ÅðÇÐµµ ¾Æ´Ï°í ÀÚÅðÇÏ´Â °É·Î ³¡³­´Ù´Ï, Áö°Ç ¸¶·Æ´Ù.",1,"['ÇÐ±³', 'Æø·Â', '°¡ÇØÀÚ', '°¡', 'ÅðÇÐ', 'µµ', '¾Æ´Ï', '°í', 'ÀÚÅð', 'ÇÏ', '´Â', '°Å', '?·Î', '³¡³ª', '?´Ù´Ï', ',', 'Áö', '°Ç', '¸¶·Æ', '´Ù', '.']","Æø·Â,°¡ÇØÀÚ,ÅðÇÐ,ÀÚÅð,Áö,°Ç,Áö°Ç,"
35,¿ÀÈÄ¸¸ µÇ¸é ½ÔµÅ ÇÑ³²·Ã ³¿»õ ÀãµÇ³×,1,"['¿ÀÈÄ', '¸¸', 'µÇ', '¸é', '½ÔµÅ', 'ÇÑ³²', '·Ã', '³¿»õ', 'Àã', 'µÇ', '³×']","½ÔµÅ,ÇÑ³²,³¿»õ,Àã,"
36,Á»¸¸ÇÑ »õÄû°¡ ¶¡ Èê¸®°í ¿Í¼­ ¿¡¾îÄÁ ½ý´Âµ¥ ÃÑÁúÇÏ°í ½Í´Ù,1,"['Á»', '¸¸', 'ÇÏ', '?', '»õÄû', '°¡', '¶¡', 'Èê¸®', '°í', '¿À', '¾î¼­', '¿¡¾îÄÁ', '½ý', '´Â', 'µ¥', 'ÃÑ', 'Áú', 'ÇÏ', '°í', '½Í', '´Ù']","»õÄû,ÃÑ,Áú,"
37,Â¯±úµé ´Ù Æ¢°ÜÁö°Ô Áß±¹ÀÌ °¡Áö°í ÀÖ´Â ÇÙÀÌ³ª Æø¹ßÇßÀ¸¸é ÁÁ°Ú´Ù.,1,"['Â¯±ú', 'µé', '´Ù', 'Æ¢±â', '¾î', 'Áö', '°Ô', 'Áß±¹', 'ÀÌ', '°¡Áö', '°í', 'ÀÖ', '´Â', 'ÇÙ', 'ÀÌ³ª', 'Æø¹ß', 'ÇÏ', '¾ú', 'À¸¸é', 'ÁÁ', '°Ú', '´Ù', '.']","Â¯±ú,"
38,ÀÚ¶ûÀÌ³Ä ¹Ì¾ÈÇÏ´Ù°í ¸»ÀÌ¶óµµ ÇØ¶ó °×Ã¢¾Æ,1,"['ÀÚ¶û', 'ÀÌ', '³Ä', '¹Ì¾È', 'ÇÏ', '´Ù°í', '¸»', 'ÀÌ', '¶óµµ', 'ÇÏ', '¾î¶ó', '°×Ã¢', '¾Æ']","°×Ã¢,"
39,¿ÀÄÉÀÌ °í¸¶¿ö! ³Ê´Â ±×°Åº¸´Ù ¸øÇÑ µ¿³× ¾ç¾ÆÄ¡ ¾²·¹±â ¸¸³ª¶ó°í ±âµµÇÒ°Ô!,1,"['¿ÀÄÉÀÌ', '°í¸¿', '¾î', '!', '³Ê', '´Â', '±×°Å', 'º¸´Ù', '¸ø', 'ÇÏ', '?', 'µ¿³×', '¾ç¾ÆÄ¡', '¾²·¹±â', '¸¸³ª', '¶ó°í', '±âµµ', 'ÇÏ', '?°Ô', '!']","¾ç¾ÆÄ¡,¾²·¹±â,"
40,¿¥¹ð Á£°°Àº°Å °áÆÇÀ» ÇÑ¹ø³»¾ßÁö,1,"['¿¥', '¹ð', 'Á£', '°°', 'Àº', '°Å', '°áÆÇ', 'À»', 'ÇÑ¹ø', '³»', '¾î¾ßÁö']","¿¥,¹ð,Á£,"
41,¾ÆÁ÷±îÁö »¡°»ÀÌ »ç»ó ¸ø ¹ö¸®°í ¸ô·¡ °£Ã¸ Áþ°Å¸®ÇÏ°í ÀÖÀ»Áöµµ ¸ð¸£´Ï±î ±×³É ÃÑ»ì½ÃÄÑ¾ßÁö.,1,"['¾ÆÁ÷', '±îÁö', '»¡°»ÀÌ', '»ç»ó', '¸ø', '¹ö¸®', '°í', '¸ô·¡', '°£Ã¸', 'Áþ°Å¸®', 'ÇÏ', '°í', 'ÀÖ', 'À»Áö', 'µµ', '¸ð¸£', '´Ï±î', '±×³É', 'ÃÑ»ì', '½ÃÅ°', '¾î¾ßÁö', '.']","»¡°»ÀÌ,ÃÑ»ì,"
42,³Ê°°Àº ³ª»Û³ð ¸¶ÁÖÄ¡¸é µÎµé°Ü ÆÐÁÖ·Á°í¤»¤»,1,"['³Ê', '°°', 'Àº', '³ª»Ú', '?', '³ð', '¸¶ÁÖÄ¡', '¸é', 'µÎµé±â', '¾î', 'ÆÐ', '¾î', 'ÁÖ', '·Á°í', '¤»¤»']","µÎµé±â,µÎµé°Ü,ÆÐ,"
43,³Ê ¿À´Ã ³ªÇÑÅ× ¾ÆÁÖ ½Å¶öÇÏ°Ô ÃÄ ¸Â¾Æ º¼·¡?,1,"['³Ê', '¿À´Ã', '³ª', 'ÇÑÅ×', '¾ÆÁÖ', '½Å¶öÇÏ', '°Ô', 'Ä¡', '¾î', '¸Â', '¾î', 'º¸', '?·¡', '?']","½Å¶öÇÏ,Ä¡,¾î,¸Â,ÃÄ¸Â,"
44,Àú·¯°í ´Ä°í ÃßÇØÁö¸é ÀÚ»ì ¸¹ÀÌ ÇÏ´õ¶ó.,1,"['Àú·¯', '°í', '´Ä', '°í', 'ÃßÇÏ', '¾î', 'Áö', '¸é', 'ÀÚ»ì', '¸¹ÀÌ', 'ÇÏ', '´õ¶ó', '.']","ÃßÇÏ,ÃßÇØ,ÀÚ»ì,"
45,´ëÅë·ÉÀÌ °³´Ï±î °æÁ¦µµ °³ÆÇÀÌÁö.,1,"['´ëÅë·É', 'ÀÌ', '°³', '´Ï±î', '°æÁ¦', 'µµ', '°³ÆÇ', 'ÀÌ', 'Áö', '.']","°³,°³ÆÇ,"
46,¿©µ¿»ý ¿ø·¡ ¾Æ¹«Â¦¿¡µµ ¾µ¸ð¾ø´Â ÀÎ»ýÀÇ ±â»ýÃæ °°Àº Á¸ÀçÀÓ.,1,"['¿©µ¿»ý', '¿ø·¡', '¾Æ¹«Â¦', '¿¡', 'µµ', '¾µ¸ð¾ø', '´Â', 'ÀÎ»ý', 'ÀÇ', '±â»ýÃæ', '°°', 'Àº', 'Á¸Àç', 'ÀÌ', '?', '.']","¾µ¸ð¾ø,±â»ýÃæ,"
47,ÃÊµù ¶§ Àû¾îµµ ÆÐ ³õÀ¸¸é °ÆÁ¤¾ø´Âµ¥.,1,"['ÃÊµù', '¶§', 'Àû¾îµµ', 'ÆÐ', '¾î', '³õ', 'À¸¸é', '°ÆÁ¤', '¾ø', '´Â', 'µ¥', '.']","ÆÐ,"
48,ÀÚ±â¸¦ ÃÄ´ÙºÃ´Ù°í ÇàÀÎÀ» ÆøÇàÇÏ´Â Á¤º´µéÀÌ ´õ ¸¹¾ÆÁ®!,1,"['ÀÚ±â', '¸¦', 'ÃÄ´Ùº¸', '¾ú', '´Ù°í', 'ÇàÀÎ', 'À»', 'ÆøÇà', 'ÇÏ', '´Â', 'Á¤º´', 'µé', 'ÀÌ', '´õ', '¸¹', '¾î', 'Áö', '¾î', '!']","ÆøÇà,Á¤º´,"
49,ºñ´©³ª ¹â°í ¸Ó¸®³ª ÅÍÁ® Á×¾úÀ¸¸é ÁÁ°Ú³×,1,"['ºñ´©', '³ª', '¹â', '°í', '¸Ó¸®', '³ª', 'ÅÍÁö', '¾î', 'Á×', '¾ú', 'À¸¸é', 'ÁÁ', '°Ú', '³×']","ÅÍÁö,ÅÍÁ®,"
50,Àá ¾È ¿À·Á°í Ä¿ÇÇ ¸¶½Ã´Â °Å ¾Æ´Ô? ¹º Áê¶öÀÌÁö?,1,"['Àá', '¾È', '¿À', '·Á°í', 'Ä¿ÇÇ', '¸¶½Ã', '´Â', '°Å', '¾Æ´Ï', '?', '?', '¹º', 'Áê¶ö', 'ÀÌ', 'Áö', '?']","Áê¶ö,"
51,ÁøÂ¥ Àú·± ³ðµé ´Ù »çÇü½ÃÄÑ¾ß ÇÔ,1,"['ÁøÂ¥', 'Àú·±', '³ð', 'µé', '´Ù', '»çÇü', '½ÃÅ°', '¾î¾ß', 'ÇÏ', '?']","»çÇü,"
52,Àü¶óµµ ½È¾î¼­ Ä®ºÎ¸² Çß´Ù´Ï ¾ÈÁß±Ù¿¡ ¹ö±Ý°¡´Â ¿­»ç°¡ µû·Î ¾ø³×,1,"['Àü¶óµµ', '½È', '¾î¼­', 'Ä®ºÎ¸²', 'ÇÏ', '¾ú', '´Ù´Ï', '¾ÈÁß±Ù', '¿¡', '¹ö±Ý°¡', '´Â', '¿­»ç', '°¡', 'µû·Î', '¾ø', '³×']","Ä®ºÎ¸²,"
53,³ª¶ó¸ÁÄ£ È«¾î³ðµéÀº ¶§·ÁÁ×¿©¼­ ¹Ú¸êÇØ¾ßÁö,1,"['³ª¶ó', '¸ÁÄ¡', '?', 'È«¾î', '³ð', 'µé', 'Àº', '¶§·ÁÁ×ÀÌ', '¾î¼­', '¹Ú¸ê', 'ÇÏ', '¾î¾ßÁö']","È«¾î,¹Ú¸ê,"
54,³­ º¸¸é Á¤½Åº´¿ø Å»Ãâ ÇÑ »ç¶÷µé °°´øµ¥ °üÁ¾·Ãµéµµ ¾Æ´Ï°í ¿Ö ±×·¯°í ´Ù´Ï´Â °ÅÁö?,1,"['³ª', '?', 'º¸', '¸é', 'Á¤½Å', 'º´¿ø', 'Å»Ãâ', 'ÇÑ', '»ç¶÷', 'µé', '°°', '´øµ¥', '°ü', 'Á¾·Á', 'ÀÌ', '?µé', 'µµ', '¾Æ´Ï', '°í', '¿Ö', '±×·¯', '°í', '´Ù´Ï', '´Â', '°Å', 'ÀÌ', 'Áö', '?']","°ü,Á¾·Á,°üÁ¾,"
55,³ª ¿Õµû½ÃÄ×´ø ¾Öµé ´Ù Ã»ºÎ»ìÀÎ ¸Ã±â°í ½Í´Ù.,1,"['³ª', '¿Õµû', '½ÃÅ°', '¾ú', '´ø', '¾Ö', 'µé', '´Ù', 'Ã»ºÎ»ìÀÎ', '¸Ã±â', '°í', '½Í', '´Ù', '.']","¿Õµû,Ã»ºÎ»ìÀÎ,"
56,´Ù Á×ÀÌ±ä ³Ê¹« Èûµé °Í °°´Ù.,1,"['´Ù', 'Á×ÀÌ', '±â', '?', '³Ê¹«', 'Èûµé', '?', '°Í', '°°', '´Ù', '.']","Á×ÀÌ,Á×ÀÌ±â,Á×ÀÌ±ä,"
57,ÀÌ·¡³õ°í ³ªÁß¿¡ ºøÄÚ°ª¶³¾îÁö¸é ´Ù½Ã µ·À¸·Î ´Þ¶óÇÏ°ÚÁö •‘¿õ½ÅÁþµµ °¡Áö°¡Áö´Ù¤»¤»¤»,1,"['ÀÌ·¸', '¾î', '³õ', '°í', '³ªÁß', '¿¡', 'ºøÄÚ', '°ª', '¶³¾îÁö', '¸é', '´Ù½Ã', 'µ·', 'À¸·Î', '´Þ¶ó', '¾î', 'ÇÏ', '°Ú', 'Áö', '•‘¿õ½Å', 'Áþ', 'µµ', '°¡Áö°¡Áö', 'ÀÌ', '´Ù', '¤»¤»¤»']","•‘¿õ½Å,"
58,"º´µû±¸°°Àº ³ð, ±º´ë¸¦ ´Ï µ· ³»°í °¬³Ä?",1,"['º´µû±¸', '°°', 'Àº', '³ð', ',', '±º´ë', '¸¦', '´Ï', 'µ·', '³»', '°í', '°¡', '¾ú', '³Ä', '?']","º´µû±¸,"
59,´Ï ½Äµµ¿¡ ¾Ö¹ú·¹ Ã³¹Ú±â Àü¿¡ ÀÔ ´Ù¹°¾î.,1,"['´Ï', '½Äµµ', '¿¡', '¾Ö¹ú·¹', 'Ã³¹Ú', '±â', 'Àü', '¿¡', 'ÀÔ', '´Ù¹°', '¾î', '.']","Ã³¹Ú,"
60,¹ä¹ö·¯Áö °°Àº ÀÚ½Ä,1,"['¹ä', '¹ö·¯Áö', '°°', 'Àº', 'ÀÚ½Ä']","¹ö·¯Áö,"
61,¾Æ´Ï ÀÌ ÇýÁö´Â ´©°¡ ÀÚ²Ù »Ì¾ÆÁÖ´Â°ÅÀÓ?,1,"['¾Æ´Ï', 'ÀÌ', 'ÇýÁö', '´Â', '´©±¸', '°¡', 'ÀÚ²Ù', '»Ì', '¾î', 'ÁÖ', '´Â', '°Å', 'ÀÌ', '?', '?']","ÇýÁö,"
62,º¸¼ö²ÃÅëµéÀÌ ¹«Áö¼ºÀ¸·Î »ÌÀº °á°ú´Ù,1,"['º¸¼ö', '²ÃÅë', 'µé', 'ÀÌ', '¹«', 'Áö¼º', 'À¸·Î', '»Ì', 'Àº', '°á°ú', 'ÇÏ', '´Ù']","²ÃÅë,"
