기생오래비같이 뺀질반반해서 기지배들 취향엔 제격일 뿐 ㅉㅉ,2
야 그래도 실력이 있으니 가능한거 아니겠어?,0
말빨이 있어서 그런 걸로 좀 휘어잡는 편이야 쟤는.,0
요새 뭐 자기 PR도 능력인 시대지.,0
쟤 진짜 겉만 번지르르한데 다들 모르네.. 참..,0
쟤는 음악으로 성공하기가 쉬운줄 아나?,0
그니까 음악한다고 집에만 박혀서 부모님 등골빨아먹는게 참 재수없다,2
너도 28년동안 부모님 등골 쫘악쫘악 빨아먹은 주제에 할말은 아니지 않냐,2
너는 왜그렇게 못생김?,2
니\가 할말임? 너 입술 아프리카인이잖아,2
아프리카? 넌 그냥 짱깨같은데?,2
짱깨가 낫지 흑노예 닮은게 좋음?,2
흑노예라고 하니까 왜그렇게 웃기냐?ㅋㅋ노예들,2
나는 맨날 다이어트 실패하는 니 꼴을 보면 너무 한심하다,2
내가 실패하고 싶어서 한 게 아니잖아...,0
의지가 얼마나 없으면 그 모양이냐는 거지...,0
의지의 문제가 아니라 나한테 다이어트는 불가능이야...,0
그렇게 단정짓는 것부터 넌 틀려 먹었어,0
저 아줌마 며느리가 아니고 아들이 생일상 차렸다고 열받아서 쓰러졌대,0
그 심성 한 번 쓰레기일세. 내 자식 귀하면 남의 자식도 귀한법,2
그 며느리 못된 시어메하고 인연끊어라,0
급식인데 급식소에서 장애 학생 도와줬는데 아무도 몰라줌,0
도와달라고 하기 전까지 돕지 마라,0
몸 장애들은 정신도 장애인데 기대한 니 잘못 ㅋㅋㅋ,2
옷 예쁘네~ 네가 팀장해라 야.,2
어디 데이트 데이트 가니?,2
죄송해요. 내일부터는 셔츠에 슬랙스 입을게요.,0
"예, 회사인 거 아니까, 그만 좀 꼽주세요.",1
짜증나게 하지말고 나가서 죽어버려라,2
말을 왜 그렇게 나쁘게 해,0
네가 살아 숨 쉬는 것 자체가 더러운데 어쩌라고,2
그래도 우리 부모님 세대 분들은 좋아하시던데?,0
아무리 그래도 그렇지,0
하루종일 트로트만 편성하고 지겨워 죽겠어,0
느금마 빨통 왤케 큼?,3
내 젖통이니까 넘볼 생각 ㄴㄴ,3
에휴 근친이나 하는 무친 새낔ㅋ,2
의사들은 애초에 지들이 잘하면 될 것이지 그거 조금 불편하다고 리뷰시스템을 없애달라는 게 말이 돼?,2
"하여튼 월 돈 천씩 따박따박 가져가면서도 CCTV 안 된다, 리뷰쓰면 안 된다 어디서 말이 많아",2
"그러게 리뷰 보고서 반말 찍찍 지껄이는 의사, 충치 치료에 바가지 씌우는 양심 털 난 의사 다 거를 수 있는데",2
올해 초부터 원인 모르겠는 어지러움 증상이 생겼는데 생각해보니 집 1km근방에 엄청 큰 송전탑 갑자기 생긴 거 그거 때문인가?,0
하 이런 애들은 총으로 머리 깨서 뭐 들어있나 좀 보고싶다,2
몸에 5G가 들어와서 어지러움 느끼는 거면 그냥 죽을 때가 된 거야,2
백 팔십넘는 여자를 도대체 어떤 남자가 사랑해줄까?,2
적어도 너 같은 루저는 그 여자도 맘에 안 들어 하지 않을까?,2
"수준떨어지는 정부, 수준 떨어지는 국민",2
도찐개찐이지 콩심은데 콩 나는 거고,0
환자고 나발이고 코로나 걸리면 그냥 죽여버려라,2
오토바이 배달원이 억울하게 가해자로 몰려서 배상해줘야한대,0
오토바이 시동 오프안한 앰터진 딸배련이 잘못했네,1
오토바이 시동 꺼진걸 다른 사람이 건드려서 시동이 걸린거야,0
저 타이밍에서 대통령한테 감사 인사를 왜 하라고 하는 거야?,2
몰라 저 리포터 원래 좀 생각 없이 이상한 말 많이 한다더라.,2
가난은 단지 조금 불편한 것 뿐이야,0
천만에. 인간이 어디까지 구질구질해질수있는지는 다 돈이 결정하는 거 모르냐?,2
아니? 넘치게 가진 너는 정작 영혼없는 겉껍데기 쭉정이에 불과한데?,2
맞아. 카리스마 있는 리더처럼 느껴져.,0
난 이 인간은 언행 포함 생긴 거 자체가 음흉해서 싫음,2
언행은 논란 있으니까 그렇다 쳐도 생긴 건 왜?,0
나는 백팔십 이하인 남자는 못 만나겠더라,0
160cm도 안 되는 땅딸보인 네가 남자를 키로 거른다고?,2
그런 남자 만나면 넌 고목나무에 붙은 매미야,0
예수쟁이들 천국가고 싶다면서 나쁜 짓은 지들이 제일 많이 하네.,2
내 말이~ 십일조니 뭐니 하면서 신도들 삥 뜯어서 지들 주머니나 불리고.,2
거기다 어린 애들 가스라이팅 오지게 해서 성 범죄나 저지르고 ㅉㅉ,2
그런 사람들이 도대체 어떻게 천국을 가겠냐ㅋㅋ,2
하나님이 계신다면 저런 애들부터 싹 다 지옥에 쳐 넣어주셨으면 좋겠다.,2
아무리 예뻐도 여자는 늙고 추해지는 게 자연의 법칙.,2
말로만 사랑해도 거기가 안서는데 어쩔거냐고 바람 필만함,3
그래서 인간 도리도 못지키고 어린 여대생이랑 바람나냐?,0
배달하다가 수건 한장 걸친 여자가 음식 받았으면 좋겠다ㅋㅋ,3
너같은 것들이 딸배하면 배달음식 받기 전에 배때기에 칼 쑤실 준비해야 된다.,2
내가 여자를 어떻게 한댔냐,0
나는 그냥 슬쩍 맨살만 보는걸로 만족할거다,3
내용도 산으로 가고 CG도 별로라서 보기 힘들다,0
아직까지 티켓파워 상위권인데 ㅋㅋㅋ 그만 나올 때라니,0
너는 그 곰같이 생긴게 뭐가 좋다고 할게 없어서 재취자리로 들어가냐?,2
그 사람도 사연이 있어서 이혼한것 뿐이지 너무 좋은 사람이야,0
전에 돈은 많다더니 뭐 니가 베트남 매매혼이랑 크게 달라보이진 않네,2
야 카페 줄 뭐노 오늘 뭔 행사함?,0
아 ㅋㅋ 오늘 뭔 행사 있다더라 저런 거 받아서 뭐 하려고,0
안 본 눈 삽니다 ; 밥이 넘어가나?,0
밥이 죨리 넘어가니까 몸무게가 60이 넘어가지 45킬로 넘는 게 여자냐?,2
먹을 거 다 먹어도 살이 빠지는 경우 병원에 가야 합니다,0
문제는 다들 그런 걸 원한다는 거...,0
뚱뚱한 여자들이 지능까지 낮아서 그런 거지 뭘,2
이 아이돌은 주황색 머리하면 ㄹㅇ 개못생겼다 ㅋㅋㅋ,2
주황색 머리 잘 어울리기 힘들어 다른 사람들도,0
아이돌이라 다양한 스타일 보여주는 것도 좋지,0
주말에도 열일하는 나 자신 진짜 대단하다,0
멍청이같은소리하네 평일에 일 다 못하고 루저인거 증명하는거면서,2
너도 마찬가지라서 지금 같이 일하고 있는거면서 왜 헛짓거리이지?,2
이 정도면 국민을 의심해야 된다,0
이런 무능정부 2탄 이재명 지지하는 애들은 입 좀 다물어라,2
이 정부는 정치방역을 연말까지 할 테세네,0
어제 내 생일이었어,0
우리가 너 같은 한심한 놈 생일까지 알아야 해?,2
네 목소리 듣기만 해도 죽이고 싶은데 우리가 생일을 챙겨줄 줄 알았어?,2
나 이번에 골반 넓히려고 운동중임!,0
너 저번에도 골판 넓히는 운동한다 했지않어?,0
"맞는데, 잘 안되서 포기했었거든",0
너는 뭐든 끈기 있게 하는게 없냐?,2
이번에는 내가 한번 보여줄께,0
탈레반은 어찌 여성에게만 저런 기준으로 보는걸까요,0
저것도 조선시대처럼 탈레반의 존중해야 할 문화지,0
저거 존중하고 싶으면 너도 탈레반 따르다가 총 맞고 죽어라,2
남자들은 도대체 왜 그러는걸까?,2
남자들이 왜?,0
너무 변태같은 짓을 많이 하잖아.,2
그렇게 극단적으로 일반화할 수 있는 문제는 아닌 것 같아.,0
나겨니 후보의 패배가 당의 패배라고 드립치는데 응 그렇다고 너는 아니야 꿈깨,2
중국인들 말하는거 보면 화내는 것 같음,0
짱깨들 특유의 억양 극혐,2
말하면서 침 개많이 튀길것 같아.,2
로맨스 스캠 이런 범죄 당하는 30대는 순진한거야 모자른 거야?,2
보통 이런 거에 속는 애들 보면 여자들이 1도 호감 가질 수 없게 생겼다고 보면 돼,2
이런 애들이 BJ한테 몇천만원 씩 별풍선 쏴가면서 성욕 채우고 이러는 거지,3
이게 민주당이 물고빠는 노무현정신 아니냐?,2
전라도 민o당 콜라보는 어쩔수가 없네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
저딴걸 뽑아준 놈들도 같다,2
한참동안 찾았잖아. 핸드폰은 장식이냐? 눈이 없는거야?,2
아무리 그래도 그렇지.눈이 없냐니? 넌 뇌가 없냐?,2
너까짓 것을 만난 내 팔자가 참 박복하다.,2
걍 나잇값 못하고 추태부리는 건데? ㅋㅋㅋ,2
방송 이미지 잡을려면 그 정도는 해야지,0
술 좋아하는 여자들 다 걸래 아니냐,2
네 다음 남창,2
왜 틀린 말 했나?,0
와 당분간 조개 절대 안먹는다 진심,0
아니 그러게 익혀 먹었어야지 누가 그렇게 무식하게 막 쳐먹으래,2
내가 뭘 막 쳐먹어 너는 말을 그따구로 하지마 나도 다 생각하고 익혀서 먹은건데,2
도대체 뭔 말을 하고 있는거야 저 설명충은..,2
그냥 생각나는 대로 내뱉는 거 같은데?,2
어우 저여자 허벅지 봤어?,0
내 허벅지보다 더 두꺼운거 같은데?,0
왜 타조다리가 저기 있냐ㅋㅋㅋ,2
아무리 그래도 여자다리를 타조다리라고 그러는건 좀 아니다,0
그럼 저 다리를 뭐라고 이름붙일 수 있겠냐 ㅋㅋ,0
걔는 요즘 뭐 하고 산대?,0
걔 9급 준비할걸?,0
그렇게 학벌 자랑 하고 다니더니 겨우 9급이나 하는 거야?,2
진짜 꼴 좋게 됐네 ㅋㅋㅋ,0
ㅋㅋㅋㅋ 선수촌 짓는다고 수천억 쓰는나라는 조센이 유일할듯 ㅋㅋㅋㅋ,2
그 촌구석에 선수촌이 있었나,0
동네에서 과잠 입는 애들 ㄹㅇ 병슨 같지 않냐?,1
편하면 입을 수도 있는 거 아냐?,0
아니 ㅋㅋㅋ 뭔 지방사립대 과잠을 어케 입냐,0
나 같으면 지잡대 이름 쪽팔려서 절대 못 입음 ㅋㅋㅋ,2
그런 거 신경 안 쓰는 스타일인가 보네,0
걍 니 같은 애들만 안 마주치면 될 듯,0
나 회사에서 눈치 없다고 까였어,0
너 그럴 줄 알았다 ㅋㅋㅋ,0
회사에서 일만 잘하면 되는 거 아님?,0
너 일도 잘 못하잖아,0
아냐 평타는 쳐,0
넌 일도 못하고 눈치도 없는데 왜 사냐?,2
아침에 다르고 저녁에 다르고 종잡을 수가 없다.,0
애초에 믿을 사람을 믿어야지 노망난 할배 말을 믿냐 ㅋㅋㅋ,2
어느 것하나 줏대없이 말돌리는데 대통령 자격 제로임,0
아 진짜 그럼 누굴 뽑아야하냐,0
너 남편 보러 안 가?,0
남의 편 이젠 지겹다.,2
ㅋㅋ신혼 때는 그렇게 좋아 죽더니.,0
이젠 징글징글하다.,2
집 가면 밥 달라고 얼마나 보채는지 지겨워 죽겠어.,2
쟤 기초생활수급자라며?,0
이제보니 얼굴에 땟국물 흐르는게 거지가 따로 없네,2
그런게 뭐가 중요해,0
돈으로 사람 평가하지 마,0
야 남자가 여자를 패는 건 완전 쓰레기지.,2
그냥 좀 싸울 수도 있지~,0
저 여자가 자발적으로 우리 집에 온 거야,0
피해자가 싫다고 했잖아요,0
자발적으로 집에 왔으면 저 년도 성관계 동의한 거지,1
꽃뱀 때문에 내 인생 다 망쳤네,2
쟤는 양파도 아니고 까면 깔수록 뭐가 나오네,0
뭘 했길래 그래?,0
여기 저기 몸대주더니 사기도 쳤나 봐,3
교회+전라도+페미 끄덕끄덕,2
ㅇㅈ 견적만 봐도 답 나오네,2
우리 목사님은 그래도 너같은 애들을 위해서도 기도하신다,0
맨날 담배피면서 농구하니까 숨이차네,0
숨이 차면 담배를쳐끊어라 제발,2
못끊겠으니까 그렇지말이야,2
뒤지기는 니가 더 빨리 뒤질거같은데?,2
왜? 담배펴서? 넌 그래봤자 소아당뇨있어서 더 일찍 뒤질듯,2
당뇨는 약먹으면 되는데 담배는 뭐 먹을래?,2
학생 여러분 숙제 했어요?,0
너는 왜 숙제를 니 얼굴 같은 문제로 냈냐?,2
이놈의 자식이 설치네?,2
그만 좀 나대고 설쳐,2
안되겠어 앞으로 나와.,0
가슴도 작은 한녀들 왜 만나냐,2
외국 누나들이랑 노는 게 최고지,0
너 외국인이랑 말은 섞어봤냐,0
괜히 가만히 있는 한국 여자들 욕하지 말고 니 할일이나 해라,0
니 거지처럼 다니노?,2
도박해서 이꼴 났다.,0
완전 한심스럽노 ㅋㅋ,2
그래도 다시 일어 설꺼다.,0
하긴 니는 해낼수 있을꺼야,0
쟤 또저러네 할줄아는게 오줌쌀때 바지내리기 밖에 없나,2
이제부터라도 정신 바짝차리자 얘들아.,0
저런 애 뽑아 놓은 여자들한테 뭐라그래,2
너 오늘 안씻었냐? 어우냄새나 더러워,2
아니 씻었는데 비가 와서 눅눅한 냄새가 나는거 뿐이야,0
거짓말. 이런 쓰레기 냄새가 날 일이 없잖아 가라 저기로,2
말 진짜 뭣같이하네. 누가 지랑 같이 있고싶어서 있나ㅋㅋ,2
그니까 꺼지라고. 너랑 친구하기 역겨워,2
언제부터 친구 라고? 친구? 부르지도마 뚱뚱한 주제에,2
멍청한데 부지런한 상사는 지 뿐만 아니라 조직까지 자폭시켜버림,2
이거보다 더 거지같은 건 멍청한테 부지런한 척 하는 자식임,2
개 헛짓거리는 다 벌려놓고 밑에 애들만 죽어나가게 됨,2
남들한테 자랑하는 게 중요한가?,2
그런 걸로 위로받고 사는 거지,2
현실은 더 심각할 텐데...,2
하여튼 별난 광주것들 군인한테 총갈긴 민간인이 민간인이야 총맞아 죽어 싸지,2
너 지금 그 말 광주 거리에서 외치고 올 수 있냐?,0
뭐 내가 아마 그러면 나를 홍어로 담가먹겠지 그러고도 남을 것들,2
거리두기 4단계 또 연장됐더라고,0
짧고 굵게 방역해서 코로나 잡는다더니 이번 정부는 정말 거짓말을 하도 많이 해서 리플리 증후군이라도 걸린건가?,2
자영업자들 다 자살시켜서 인구 정리하려는 거 아닌가,2
니들이 뽑은 대통령인데 이제와서 왜 일 못한다고 난린데 ㅋㅋ,2
이럴거면 제대로 된 후보를 뽑았어야지,0
도토리 키 재기지 ㅋㅋㅋ 대통령이 완벽해서 뽑은 줄 아나,0
비판하는 거 가지고 뭐라 그럴거면 초등학교 다시 다녀오세요~,2
사진 보고 소개팅 나갔다가 실물 보고 토악질 나왔어.,2
에이 사진이랑 얼마나 달랐길래,0
그냥 아예 다른 사람이 나왔어.,0
ㅋㅋ 많이 놀랐구나,0
응 진짜 사진은 믿는 거 아니다,0
새겨 들을게 ㅋㅋㅋ,0
어쩜 그렇게 양심도 팔아먹은 수준으로 사기를 치는지 그냥 사기꾼임...ㅉㅉ,2
돈 좀 버는 거 가지고 별 유세는 다 떠네.,2
그 쥐꼬리만한 니 월급보다야 많이 벌지 않겠냐?,2
생활고 시달리다 범죄 저질렀다는 뉴스가 요새 심심찮게 나오네,0
와 진짜 노답 흙수저 정신질환자들은 30 넘기 전에 제발 자살해줬으면 좋겠다,2
그건 좀 심하지만 지가 능력 못 키워서 그렇게 사는 걸 왜 세상 탓을 해,2
일자리가 없는 게 아니고 능력도 안 되는 것들이 좋은 직장만 찾으려니 일할 데가 없는 거지,2
역겨운 틀딱 니 입에 목 막히도록 식빵을 쳐 넣고 싶다,2
이렇게 지들 조금만 비판하면 그저 빽빽 불평만 하는 거 봐라,2
얼마나 멍청하면 저딴 걸 보고 힘이 나냐?,2
다 죽어가는 노친내가 개랑 노는건데? 역시 대깨문은 클라스가 다르네,2
너도 알고있네 이유없는거,0
일본여자들 한국남자라면 질질 싸잖아,2
꿈깨라 일본여자가 보기에 니는 그냥 더럽고 못생긴 조센징이니까,2
내가 일본여자 꼬셔서 쓰리썸까지 해봤는데 뭔 소리냐ㅋ,3
너는 여자치고는 기가 좀 센 것 같다.,2
그래서 뭐 어쩌라고?,0
너처럼 기 센 여자들은 남자들이 싫어해~,2
네가 무슨 상관이냐고.,0
너 잘 되라고 그러는 건데 왜 이렇게 예민하게 굴어?,0
판사는 있는 법을 가지고 판결한 건데 대체 뭘 잘못했냐?,0
법도 모르는 모지랭이들이 맨날 판사만 욕해요,2
날씨도 더운데 좀 떨어져서 걸어.,0
야 나도 더우니까 짜증 좀 내지마.,0
너 말투가 왜 그렇게 예의가 없냐?,2
너네 우리 교수님 어떻게 생각해?,0
면상만 봐도 토나와.,2
그리고 ㄹㅇ 틀딱충 같아.,2
난 괜찮던데 강의력 좋잖아,0
점수도 잘 줘서 난 좋음,0
쫄릴 거 없으면 특검 가겠지.,0
"얍삽한 놈, 어디까지 버티나 보자.",2
난 경제신문파트는 안읽어.머리가 아프거든,0
머리가 멍청해서 못읽는거아니냐?,2
뭐래 아니거든? 너보다 수학도 잘하잖아,2
수학을 잘하면 뭐해 난독증인데,2
내가 언제 난독증이라고했냐? 완전 정신나갔네,2
어려울수록 더 열심히 해야지 피하냐?,2
경제부분 안읽는다고 죽냐?,2
맨날 인생 그렇게 사니까 지방대갔지,2
여돌은 표정 관리 잘하는데 남돌은 왤케 못함 ?,2
그거 규정 다 잘지켜서 친구들이랑 간거야 알고말해,0
층간 소음 때문에 진짜 미쳐버릴 것 같아,0
윗층에 어린애들 키우는 거 아니고??,0
애들이고 자시고 나 이러다 정신 홱 돌아서 칼 들고 쫓아올라가서 보이는 인간마다 꽂을 것 같아 진짜,2
고양이들 더위 피한다고 아이스크림 냉동고 위에 올라가 있음,0
문도 못 열겠는데 어쩌냐..,0
털바퀴들은 이래서 안됨 굶어 죽여야돼,2
지들이 사람인줄 알아,2
저얼굴로 어떻게 연예인을 하노?,2
어떻게 합격했는지 이해가 안가네,2
못생긴게 차라리 집에서 놀지,2
그래도 돈 벌러 나온건 기특하다,0
그거는 인정,0
아 저렇게 이혼남 이혼녀 떼거지로 나와서 이혼이 뭐 자랑이라고 방송질하고 앉았냐,2
성격 드러워서 이혼 당한 거 자랑도 아니고 자숙하고 조용히 살아야 되지 않아?,2
와 너는 결혼을 안 한 게 진짜 다행이다,0
결혼하고 신혼여행 갔으면 첫날밤에 소시오패스인 거 들켜서 이혼 당했을텐데,2
이걸 자기소개서라고 써온 거냐?,2
많이 별로냐?,0
이건 쓰레기지.,2
그 정도라고?,0
종이 낭비하지 말고 그냥 때려쳐라.,2
오빠 차에 기름 없는데 주유소에 잠깐 들르자,0
돈도 없는 년이 기름 값 너가 낼꺼야?,1
오빠 무슨 말을 그렇게해 내가 재밋게 놀아줬잖아,0
놀아주기는 무슨 개 년아 내돈으로 먹여줬으면 됐지,1
오빠 무슨 내가 돈 때문에 오빠 만나는 것 처럼 이야기해,0
이 년아 니가 하는 행동이 그따위야,2
이 시간까지 안 자고 뭐해?,0
나 아직 시험기간이라서 공부 중이야,0
아직도 시험이 안 끝났어?,0
ㅇㅇ 어떤 융통성 없는 찐따 하나 때문에 시험 미뤄졌어,2
이 폴란드 누나 너무 예뻐,0
젖 만지고 튀고싶다.,3
유튜브에 젖 만지고 튀는 동영상 있는데 그거 보고 대리만족 하셈,3
틀딱들이랑 민노총들 서로 찔러 죽여라 제발 좀,2
이거는 진짜 찬성하는 부분이다,0
내가 패스트푸드점 알바할 때 사장 그냥 떨어진 거 집어 넣는 경우 많았음,2
그걸 넌 그냥 보고 있었냐?ㅋㅋ,2
난 일개 알바생인 걸 어떡해~ㅋㅋ,2
이제 기대를 접자,0
참 더러운 인성의 소유자다,2
경상도 틀딱이 손자 둘이랑 투신 자살했대,2
그게 경상도에서 일어난 거였구나,0
손자들만 딱하게 됐네,0
도대체 흑인 바이브가 뭐가 멋있다는 거야 징그러운데?,2
뭔가 그 자연스럽게 나오는 그루브가 느낌있잖아~,0
트페미들은 싹 다 거르는 게 답 아님?,2
ㅇㅇ 페미들도 거르는 게 선동장인 트페미임.,2
에휴 선동질할 시간에 돈이라도 벌지 ㅉㅉ,2
성범죄자들 진짜 너무하지 않냐?,0
내가 볼 땐 생식기를 잘라버려서 불구로 만들어야 해,2
맞아 그냥 한군데 모아서 대갈통에 총 쏴버려야지,2
야 그거 다 너 열받으라고 한 소리잖아,0
너는 멍청하게 그런 말에 낚이고 싶냐?,2
아주 대단한선비납셨다 그런 말에 초연해서 좋으시겠어,2
저 여자가 결혼 전에 남자 재산 알아내는 법을 유튜브에 올렸어,0
"동유럽, 러시아 애들은 가난해도 사랑으로 결혼하는데 헬조선은 자본주의의 지옥 그 자체다",2
"동유럽, 러시아 가보기라도 했냐ㅋㅋㅋ",0
여행도 안가본 흙수저가 아는 척 하고있네,2
술집 가면 어떻게든 여자랑 놀아보려는 남자들 혐오스러워,2
응 그 남자들 너한테는 안 와~,2
오든 말든 그게 중요한 게 아니고 보기도 싫어 그냥;,0
퇴근하고 어디로 가는지도 상사에게 보고해야 하나요?,0
상사가 물어보면 그 정도는 알려줄 수 있지 않나?,0
언제부터 우리나라 회사에서는 부하직원 사생활까지 보고 받았어요?,0
예전엔 상사 앞에선 오줌도 지렸는데.,2
이런 것도 추행이에요. 여직원 따라다니며 찝적거리지 말아요.,0
미리미리 수업 끝내는 것도 교수의 덕목 아니겠냐?,0
아 내말이 지가 뭐 그렇게 대단한거 가르친다고 혼자 강의실 독점이야,2
하여튼 사회성이라곤 바닥을 기는 것들,2
한남충들 꼬여서 부들대는 꼴 우습네,2
인생을 어떻게 살았으면 자랑할 일이 군대밖에 없냐 한심해,2
사회가 오냐오냐 해주니까 도태되서 그러는 거임,2
6070 너네들은 내일 모레 관에 들어갈 퇴물이다,2
부모님 계실텐데도 이렇게 말할 수 있나ㅋㅋㅋ,0
나도 2030이지만 왜 이렇게 말해,0
딱보니 넌 30대에 세상 뜰 것 같다,2
너는 왜 명품을 걸쳐도 싼 티가 나냐.,2
입에 쓰레기를 물었냐?,2
이래서 싼 티는 커버가 안돼요~,2
킥보드 업체 안 망하냐?,0
걔네 때문에 동네가 엉망이야,0
돈에 눈 먼 장사꾼 ㅅㄲ들 때문에 질서가 없어졌어,2
이상하게 운전하는 애들이 문제지,0
이상한 애들한테 킥보드를 쥐어준 업체도 문제야,0
헌팅하는 애들은 진짜 뇌에 똥만 찬 애들 아님?,2
헌팅 하는 애들이나 받아주는 애들이나 다 똑같다고 봄,2
진짜 성병 안 무섭나?ㅋㅋ,2
요즘 딥페이크 로 야한영상 올리는 애들 어떻게 생각해 ?,0
항상 이상한 생각 하고 철 없는 애들이나 그런 영상 조작 해서 올리는 거지 인생패배자나 그런 짓 하는거야,2
맞아 나도 그렇게 생각해 왜 그렇게 피해를 끼치면서 살까,0
멍청한 사람 보면 나 기억을 잃거든?,2
엥 누구세요,0
멍청한 게 누군데 너잖아ㅋㅋㅋ,2
슬프지만 워킹맘으로 일하면서 살려면 정말 육아는 포기해야 된다,0
어떻게 애랑 본인 커리어 두마리 토끼를 다 잡으려고 하냐?,0
겁나 이기적인게 이런 여자들 꼭 직장에는 애 핑계 대면서 미혼들한테 피해 줌,2
이낙연이 음주운전 이력이 있는 사람의 당직 진출을 막겠다고 했는데 필연캠프 의원들중에 음주운전 전력이 있는 사람들이 많대ㅋㅋ,0
만진당답네ㅋㅋ,2
성범죄하고 음주운전전문이잖아ㅋㅋ,2
민주당은 음주운전을 경력으로 쳐주나봐,2
한남들은 능력 없어서 베트콩 따먹고 다니지?,3
어쩜 시대가 변해도 바뀐 게 하나도 없을까?,0
그게 그 사람들 종특이니까 그렇지,0
아마 몇백년이 지나도 안 바뀔 거야,0
세상에 정말 안타깝네,0
요즘 선생다운 선생이 어딨냐,2
다들 장사꾼이긴 하지,2
선생이라는 것도 다 옛날 말이다...,2
돼공은 볼 때마다 패고 싶어,2
몸이 아픈 것도 아닌데 순수하게 돼지라서 공익이라는 거잖아,2
ㅋㅋㅋ 그니까 우울증 있는 애들도 군대 끌려가는데 돼지라서 공익가는 애들은 진짜 자살 안 하냐?,2
하마 같은 것들이 같이 술먹자길래 엎을 뻔,2
손맛좀 보여주지 그랬냐 ㅋㅋ,2
안돼 한녀들은 그런 거에도 반해서 나 피곤해짐 ㅋㅋㅋ,2
우리나라에 비둘이는 왜 이렇게 많은거야? 개혐오스러움,2
88올림필때 평화의 상징이라고 방생해서 그런거아냐?,0
비둘기 밥주면서 선한척 하는 사람들도 역겨워,2
아 친구 여친 임신했대,0
대학생인데 얘네 어떻게 하냐,0
뭘 어떡해 낙태하라해 ㅋㅋ,2
책임질 것도 아니면서 걱정은 오지게 하네 ㅋㅋ,2
당연히 국가장 해줘야지,0
하긴 역대 대통령 다 해줬잖아?,0
밤마다 저렇게 쳐먹으니까 살이 찌지ㅋㅋ,2
밤마다 저렇게 음식해먹으면서 힐링이 된다잖아,0
힐링하려다가 살에 파묻혀 뒤지겠다.,2
이 더위에 전단지를 돌려야했던 고단한 삶 안타깝네요,0
일하면 먹고 살게는 해줘라 최저시급으로는 살 수도 없고 미래도 없다,2
이게 왜 정부 탓이야? 방구석 타잔 일베냐?,2
저 여자 팔뚝 남자인 나보다 굵은듯,2
너랑 팔씨름한번 하면 너가 찌발리겠다ㅋㅋ,2
에이 지진않고 비길듯,0
