,0,1
246,씨발 좆같은 련이 뵹신처럼 굴고있네,1
247,아니 그거보단 걍 응꼬에 관심이 많은 것 같애 ...,2
248,너네 부모님 꼭 밤에 심장마비 와서 돌아가셨으면 좋겠다.,1
249,아 나도 그거 맡아봤어,0
250,그래도 말은 심하게 하지말자 힘들어서 우울증 걸릴수도 있지 왜 그렇게 하니,0
251,앞뒤 다른건 일본이 최고인듯,0
252,초보니까 못보고 안키고 들어온거지 빡대가뤼야,1
253,니 면상에 딱밤 마렵다.,1
254,지금 당장 몸캠 찍어서 유포해버려,2
255,말하는 능지 수준 보면 진짜 답 안 나옴,1
256,이제 돈으로 좀편한곳에 아파트같은곳에가서 사셔도 되잔아요,0
257,나 이번에 이사 갔어,0
258,야들야들한 빽보가 맛있긴 하지ㅋㅋ,2
259,헐 네가 좋아하는 아이돌 여친 생겼대,0
260,생일때 선물도 많이 받을 거 아냐,0
261,떼 쓰지 않으면 손해보는 좃븅신 같은 사회,1
262,너무 몸파는 여자같은데,2
263,해주는게 안마인거냐 대주는 거냐?,2
264,2022 SS까지 풀발기 대기중,2
265,니가 누워서 다리 벌리고 가만히 있어바.,2
266,저 잘못한 거 없는데 왜 때리셨어요 선생님?,0
267,조상님 산소를 팔아먹어,0
268,치맥하면서 드라마보다가 너무 슬퍼서 그만..,0
269,자진하차도 좋은 생각일 듯.,0
270,깝치면 목 비틀어서 개사료로 줘 버린다 작작해라,1
271,넌 대가리가 장식품이냐?,1
272,왜?,0
273,무슨 동굴 들어가서 사냐?,0
274,"아니, 그런거 아니라니까.",0
275,이놈아 모든사람들에게 허락 받는게 먼저야,0
276,누가 가져갔지?,0
277,"앗, 오늘 약속 있는 걸 깜빡했네",0
278,나한테 펀드 제안한 놈 만나면 목따서 죽여버리고 싶어,1
279,왜 무슨일 당했어?,0
280,우리 같이 공부해보자~,0
281,뭐? 내가 너같은 새끼 가지지만 않았어도 지금 보단 훨 나았을꺼다,1
282,몇개사서 공부해보는거지 뭐,0
283,물 좀 많이 마셔야겠다.,0
284,그냥 집에나 박혀있지 칼로 찔러버리고 싶네,1
285,클럽에선 혼자 노는 것보다 같이 노는게 훨씬 재밌어요,0
286,도태앰생이 뭘 평가하노 ㅋㅋ,1
287,사진 시공간 뒤틀린거 보이는데도 한남 물소들 좋다고 달려드네,1
288,왜 헤어졌어?,0
289,맥이랑 똑같은 무게로 철판 준비했지?,0
290,요즘 핸드폰은 왜 이렇게 내구성이 약하지?,0
291,그래서 집에 들어가기 싫다..,0
292,빨리 무릎꿇고 내 거기 빨면 맛있는 물 나옴,2
293,아 진짜 짱개들 다 찢어버리고 싶다,1
294,남자 없다고 개한테 보빨좀 시키지마 그러니까 개가 아프지,2
295,시부렁이들 뭐한겨.,1
296,셀프포르노인 줄 알았다,2
297,아빠 등골 빼먹지말고 텐 사고싶으면 텐프로기서 팬티까고 엉덩이나 흔들어,2
298,고딩 둘이 대낮에 야스 즐기다 신고먹음,2
299,드럼 좀 그만 치세요.,0
300,저번에 그 유튜버 외국에 살면서 의료 진료만 받으러 한국에 입국하더라,0
301,아 진짜 잡아서 족쳐놔야 되나 왜 이렇게 굴지?,1
302,한국 정치인인지 일본 정치인인지 모르겠네,0
303,부모가 누군지 머리통 깨서 들여다보고 싶다.,1
304,한녀들 왜 자꾸 소중이로 방귀 뀌노?,2
305,내가 하관 줘패서 성형이라도 시켜주고 싶더라,1
306,하긴 우리아버지도 지방대셔,0
307,사람들이 기겁하는 스포츠카를 타고 나타난거야,0
308,나 지우개 좀 빌려줘,0
309,헐 진짜 불쌍하네,0
310,너희 빨리 결혼 해 더 늙으면 결혼 하고 싶어도 못해,0
311,니 와꾸 보고있으면 칼로 다 도려내고싶음,1
312,으 지금 도축당해도 괜찮을 지능 아니냐?,1
313,옛날 우리 오빠들처럼 실력 얼굴 몸 안되면 그냥 스폰서라도 해보는 게 나을 듯 ㅋ,2
314,그래? 그런 사람들 진짜 역 근처에 많더라,0
315,우리나라는 아직도 법앞의 평등까지 가려면 참 멀어보인다.,0
316,달달한 사탕 하나 줄까?,0
317,고민 좀 많이 했겠더라,0
318,나이 먹으려면 곱게 먹어야지 그냥 다 벼랑으로 밀어 버려야 돼,1
319,제가 훔쳐간게 아니라고 했습니다.,0
320,머가리 굴리는 거 보면 지잡대는 접근 불가인거 인정이지,1
321,뭐래? 운동 강사 되겠다는 건데 얼굴이 뭐가 중요해.,0
322,진짜 재밌더라 해외에서 난리인 이유가 있어,0
323,난 진짜 경험 많은 애들은 안꼴림 오직 아다만을 원해,2
324,애들 매달아놓고 패버려야 정신 차리실래요?,1
325,삼성페이에 광고 없어져서 엄청 편해짐,0
326,오늘 바퀴벌레 나와서 나 진짜 아무것도 못했어,0
327,누나 찌찌는 크니까 많이 먹어.,2
328,저의 추잡한 보지에 주인님의 꼬튜를 박아주세요,2
329,해병대 뿐만이 아니라 육군으로 전문하사 까지 한 애들은 특히 더 심하더라,0
330,빠순이들이 갖다바친 돈으로 떡치는 거 정작 빠순이들은 아는가 몰라,2
331,진짜 얼마나 국민을 개돼지로 봣으면 그랬을까 싶다.,1
332,오늘 마트 장 보러 자전거 타고 갔는데 나오니까 자전거 없어졌더라,0
333,"거기는 빨갱이 노조들 싹다 도륙내고 참수해야, 제정신 차릴 기업이다.",1
334,그래? 많이 힘들겠다 도울 수 있는 일이라도 있으면 돕고 싶네,0
335,하면 할수록 문제인데 계속 왜 그러냐고 이 무뇌충들아.,1
336,요즘 너무 피곤하고 일정이 빡빡해서 집중을 잘 못한 것 같네요.,0
337,초보운전 붙이고는 깜빡이도 안키고 들어오네,0
338,급식들 싸그리 싹 잡아서 죽여버리고 싶다.,1
339,응~ 니 엄마 쫄깃함~,2
340,저 여자 조개는 얼마나 맛있을까,2
341,휴학이 뭐냐 난 자퇴하고싶어 근데 열심히 공부하면 뭐하냐.. 취업난인데,0
342,아 저능아자식 극혐이네,1
343,우리나라 어떻게 하냐,0
344,뭔데 그게?,0
345,하 진짜 퇴사할까,0
346,대체 왜 아직까지 살아있는 거야? 차라리 자살을 해,1
347,어디까지가 적당히인데?,0
348,다음에 눈에 띄면 죽여버릴 줄 알아,1
349,왜 상사들은 본인의 잘못은 무조건 없다고 생각할까?,0
350,딱 한입 베어먹고 버린 남자가 한 트럭인 걸 보면 사실은 속궁합을 중시하는 듯?,2
351,나 원래 이런 남자야.,0
352,장수 래퍼다 이제,0
353,저러도고 월클 소리 듣는게 웃기네,0
354,하다 보면 느는 거지 누군 처음부터 다 잘하냐?,0
355,와 장갑도 안 끼고 맨 손으로 참치 살 바르네,0
356,솔직히 중국은 빼고 계산해야지.,0
357,내일 용돈타면 한꺼번에 줄께,0
358,언니가 내 립스틱 가져갔어?,0
359,그리고 나 체력장 때 너보다 팔굽혀펴기 더 많이 했어!,0
360,와...진짜 자살좀 제발,1
361,하 저거 부스터샷 효과가 있긴 할까?,0
362,안에 싸는 건 얼마냐 나도 좀 맛좀보자,2
363,아 손님은 왜 또 이렇게 많이 와,0
364,저 정도면 강간당해도 할말 없지 ㅋㅋ,2
365,핑두 나온 짤로 많이 올려주세요~,2
366,다음부터 안 가져오면 돌림빵해버린다,2
367,그 얘기가 지금 왜 나와?,0
368,그 분도 저한테 언니 언니 해요,0
369,"수업시간에 애니 보는 혼모노 육수 하나 있는데, 진짜 한 대 날리고 싶음",1
370,돌발상황에서 대처 잘하는 사람 멋있는 것 같아,0
371,엄마한테 혼나는 거 아녀?,0
372,이것도 모르다니 머가리 텅텅이네,1
373,머라고 그착한 마누라가 바람이 나나,0
374,자녀를 5명이나 낳아서 힘들게 생활하는 걸 방송에서 봤어.,0
375,오덕들 모여있는 거 보면 한곳에 모아서 패고 싶던데,1
376,"거기에 오픈 마인드라, 이빨만 잘만 까면 대줄 것 같았음",2
377,어린 여자는 확실히 싱싱해서 더 꼴리는 것 같아,2
378,나도 저번에 배달 먹고 배탈났었어,0
379,햇살정책 이제 접을 때 되지 않았나,0
380,왜 그걸 묻지?,0
381,머가리에 총질하고 싶네,1
382,비트코인이 곧 1억 돌파할거래,0
383,이 늙은 아재가 돌았나 시발 당신은 콩밥 먹어야지 정신 차리지?,1
384,그때부터 갱뱅 시작이누ㅋㅋ,2
385,저런 새끼는 사회에서 격리시켜라 제발,1
386,이앂자석아 내가 도둑이란말이가,1
387,"내가 회사 오너여도 서울대, 연고대만 뽑고 싶겠다",0
388,저 대선 후보가 경상도 출신이라며?,0
389,야 그런 말을 쓰면 안 돼.,0
390,분명 가슴도 하얗겠지?,2
391,그런 개시발년은 왜 만나냐?,1
392,뭐라고 했냐 지금?,0
393,그냥 목졸라서 죽여버려,1
394,왜 이렇게 먹는 거에 사족을 못 써,0
395,아니~ 내가 다음에 준다구요,0
396,어떻게 하면 나의 목적을 이룰 수 있을까?,0
397,나 어제 여자친구 생겼어,0
398,왜 자꾸 남의 걸 표절을 하냐,0
399,본인 아니면 안됩니다,0
400,내가 만들었어 먹어봐,0
401,너 카투사 나왔었지?,0
402,우리 지금이라도 얼른 사야하는 거 아닐까?,0
403,야 아무리 그래도 이딴식으로 입고 오는 건... 개념 느개비한테 팔아넘기고 왔냐,1
404,난 물만 먹어도 살쪄,0
405,머리 속에 탈출 각 박히지 않겠냐,0
406,한 번만 더 허리 아프다고 징징거리면 네 척추를 뽑아버린다.,1
407,팀플에서 완전 민폐잖아.,0
408,아 진짜 어떻게 말귀를 존나 못알아쳐먹냐?,1
409,거리에서 마주치면 다 칼푹찍 한다,1
410,혼자 오면 빨리 먹고 나가서 회전율도 좋을 텐데 뭐가 문제래?,0
411,여자를 하도 좋아하다 못해 이제 내 와이프라도 따먹어보려고 편드냐?,2
412,진짜야 너네 아버지 한테 물어봐,0
413,좋다고 빨아주는 버튜버 시청자들도 진짜 줫나게 패야한다,1
414,온갖 기술을 동원해서 살려놔야된다.,0
415,떡감에 최적화된 몸땡이네.,2
416,다리 만져줄 때 밑에 불끈불끈 끄떡끄떡거리면서 쿠퍼액 꾸역꾸역 나오고 있었다.,2
417,니네 아버지가 영계랑 바람피면 너도 수긍해라,2
418,그러니깐 개틀딱 시발 진짜 개념이 없어요,1
419,"맞아, 흡연자도 국민인데 흡연자 권리는 보장 안하고 금연구역만 늘려",0
420,적어도 거래처 하나 사라지는 거보단 낫잖아,0
421,야 나는 추석 당일에 수업했었음,0
422,나랑 왜 결혼이 하기 싫은데?,0
423,뒤집어 놓고 몸매 관람하면서 박으면 개 좋을텐데,2
424,근거 좀 내세워봐,0
425,업무 스트레스 풀라고 성처리 시설 만드는 건가 보네,2
426,평소 가치관과 사상이 있어서 그렇겠지,0
427,넌 어차피 아랫도리가 번데기라서 여자들이 관심 없을 듯,2
428,우리나라는 동성애가 불법인가?,0
429,그러니까 내 말이...,0
430,사지를 찢어 죽여 버려야하는데,1
431,우리 할매는 수준 낮게 양로원에서 다리 안 벌린다,2
432,눈알 찔러버리고 싶네,1
433,그냥 개취 같더라고,0
434,술 먹으러 갔어,0
435,"노래, 춤은 그 정도 하는 아이돌들 많은 것 같은데..",0
436,이거 광고 보고 샀는데 광고에서 보던거랑 완전 다르네,0
437,니샛기는 맨날천날 미루고 질알하더라 쒸발 좀 징징거리지 말고 미리 해,1
438,일본에 지진 났다는데,0
439,글쎄 어디 좋은 데 없나 한 번 알아볼게!,0
440,진짜 TV에 보면 자주 나오긴 하더라...,0
441,라면 먹고 잤더니 이렇게 됐어.,0
442,호의가 계속되면 둘리지,0
443,그러니까 예전처럼 좀 뒤지게 패야 그나마 말을 들을건데,1
444,역시 틀딱은 다르네 누가 읽겠냐 가독성 쓰레기,1
445,우리는 아이가 넷이다 보니 조금 부담되서,0
446,니 좆같이 구는거 더이상 못봐주겠다,1
447,일녀였으면 꼬셔서 야동에 출현시키는건데 ㅋㅋㅋ,2
448,근로취약계층에게 도움이되는 제도겠다,0
449,에휴. 그렇게 해서 뭘 한다고 왔어 그냥 집에가서 딸이나 잡고 쳐자.,2
450,애초에 남자같고 여자같은게 어디 있냐,0
451,산에서 담배 함부로 피는 사람 다 쳐 죽여야 해,1
452,아니 왜? 일단 우리 국민 부터 살려야 하는게 맞는거 아니냐?,0
453,대부분의 한국 남성이 유흥업소를 방문해봤대,0
454,뽀얀게 섹시하네.,2
455,요즘 사람들 입는 옷 보면 다 똑같은 거 같지않아?,0
456,그래도 어린 것들이 까는 건 탱탱한 맛에 볼만 하던데,2
457,잠을 뭐 그렇게 오래 자냐?,0
458,저 사람은 수염을 왜 기르는 걸까?,0
459,시위하다가 걍 길거리에서 뒤지셨으면,1
460,도대체 이유가 뭘까?,0
461,이래서 공학 오기 싫었다,0
462,전형적인 TK 꼴통 꼰대들은 다같이 손잡고 한강으로 뛰어내려야 함.,1
463,온갖 걸 다 달여먹는다더라?,0
464,아 뚱녀 지나간다 야 봤냐?,1
465,돈이 문제가 아닙니다 이웃들이 뿔뿔이 다 헤어지잔아요,0
466,친구 좋은게뭐냐.서로 돕는거지,0
467,잘 길들여놔서 엉덩이 개통만 남았다,2
